ticker,growth_rate,wacc,implied_price,upside_pct
DHR,0.04,0.11,116.75,-27.9
DHR,0.04,0.12,104.35,-35.5
DHR,0.075,0.08,210.45,30.0
DHR,0.075,0.09,177.45,9.6
DHR,0.075,0.1,153.27,-5.3
DHR,0.075,0.11,134.79,-16.8
DHR,0.075,0.12,120.21,-25.8
DHR,0.10999999999999999,0.08,243.79,50.6
DHR,0.10999999999999999,0.09,205.11,26.7
DHR,0.10999999999999999,0.1,176.78,9.2
DHR,0.10999999999999999,0.11,155.15,-4.2
DHR,0.10999999999999999,0.12,138.1,-14.7
DHR,0.145,0.08,281.39,73.8
DHR,0.145,0.09,236.28,45.9
DHR,0.145,0.1,203.26,25.5
DHR,0.145,0.11,178.05,10.0
DHR,0.145,0.12,158.19,-2.3
DHR,0.18,0.08,323.68,99.9
DHR,0.18,0.09,271.31,67.6
DHR,0.18,0.1,232.98,43.9
DHR,0.18,0.11,203.74,25.8
DHR,0.18,0.12,180.71,11.6
DIOD,0.04,0.08,99.31,-0.7
DIOD,0.04,0.09,83.94,-16.1
DIOD,0.04,0.1,72.67,-27.4
DIOD,0.04,0.11,64.06,-36.0
DIOD,0.04,0.12,57.25,-42.8
DIOD,0.075,0.08,115.47,15.4
DIOD,0.075,0.09,97.36,-2.7
DIOD,0.075,0.1,84.09,-15.9
DIOD,0.075,0.11,73.95,-26.1
DIOD,0.075,0.12,65.96,-34.1
DIOD,0.10999999999999999,0.08,133.76,33.7
DIOD,0.10999999999999999,0.09,112.53,12.5
DIOD,0.10999999999999999,0.1,96.99,-3.0
DIOD,0.10999999999999999,0.11,85.12,-14.9
DIOD,0.10999999999999999,0.12,75.77,-24.3
DIOD,0.145,0.08,154.39,54.3
DIOD,0.145,0.09,129.64,29.6
DIOD,0.145,0.1,111.52,11.5
DIOD,0.145,0.11,97.69,-2.3
DIOD,0.145,0.12,86.79,-13.2
DIOD,0.18,0.08,177.59,77.5
DIOD,0.18,0.09,148.85,48.8
DIOD,0.18,0.1,127.83,27.8
DIOD,0.18,0.11,111.78,11.7
DIOD,0.18,0.12,99.15,-0.9
DOV,0.04,0.08,230.69,9.5
DOV,0.04,0.09,194.98,-7.5
DOV,0.04,0.1,168.8,-19.9
DOV,0.04,0.11,148.79,-29.4
DOV,0.04,0.12,132.99,-36.9
DOV,0.075,0.08,268.21,27.3
DOV,0.075,0.09,226.15,7.3
DOV,0.075,0.1,195.33,-7.3
DOV,0.075,0.11,171.78,-18.5
DOV,0.075,0.12,153.21,-27.3
DOV,0.10999999999999999,0.08,310.69,47.4
DOV,0.10999999999999999,0.09,261.4,24.0
DOV,0.10999999999999999,0.1,225.29,6.9
DOV,0.10999999999999999,0.11,197.73,-6.2
DOV,0.10999999999999999,0.12,175.99,-16.5
DOV,0.145,0.08,358.62,70.1
DOV,0.145,0.09,301.13,42.9
DOV,0.145,0.1,259.04,22.9
DOV,0.145,0.11,226.91,7.7
DOV,0.145,0.12,201.61,-4.3
DOV,0.18,0.08,412.51,95.7
DOV,0.18,0.09,345.76,64.0
DOV,0.18,0.1,296.92,40.9
DOV,0.18,0.11,259.65,23.2
DOV,0.18,0.12,230.3,9.3
DRX.L,0.04,0.08,11.24,-98.6
DRX.L,0.04,0.09,9.5,-98.8
DRX.L,0.04,0.1,8.22,-99.0
DRX.L,0.04,0.11,7.25,-99.1
DRX.L,0.04,0.12,6.48,-99.2
DRX.L,0.075,0.08,13.06,-98.4
DRX.L,0.075,0.09,11.01,-98.6
DRX.L,0.075,0.1,9.51,-98.8
DRX.L,0.075,0.11,8.37,-99.0
DRX.L,0.075,0.12,7.46,-99.1
DRX.L,0.10999999999999999,0.08,15.13,-98.1
DRX.L,0.10999999999999999,0.09,12.73,-98.4
DRX.L,0.10999999999999999,0.1,10.97,-98.6
DRX.L,0.10999999999999999,0.11,9.63,-98.8
DRX.L,0.10999999999999999,0.12,8.57,-98.9
DRX.L,0.145,0.08,17.47,-97.8
DRX.L,0.145,0.09,14.67,-98.2
DRX.L,0.145,0.1,12.62,-98.4
DRX.L,0.145,0.11,11.05,-98.6
DRX.L,0.145,0.12,9.82,-98.8
DRX.L,0.18,0.08,20.09,-97.5
DRX.L,0.18,0.09,16.84,-97.9
DRX.L,0.18,0.1,14.46,-98.2
DRX.L,0.18,0.11,12.65,-98.4
DRX.L,0.18,0.12,11.22,-98.6
DSY.PA,0.04,0.08,27.93,40.2
DSY.PA,0.04,0.09,23.61,18.5
DSY.PA,0.04,0.1,20.44,2.6
DSY.PA,0.04,0.11,18.01,-9.6
DSY.PA,0.04,0.12,16.1,-19.2
DSY.PA,0.075,0.08,32.47,63.0
DSY.PA,0.075,0.09,27.38,37.5
DSY.PA,0.075,0.1,23.65,18.7
DSY.PA,0.075,0.11,20.8,4.4
DSY.PA,0.075,0.12,18.55,-6.9
DSY.PA,0.10999999999999999,0.08,37.62,88.8
DSY.PA,0.10999999999999999,0.09,31.65,58.9
DSY.PA,0.10999999999999999,0.1,27.28,36.9
DSY.PA,0.10999999999999999,0.11,23.94,20.2
DSY.PA,0.10999999999999999,0.12,21.31,7.0
DSY.PA,0.145,0.08,43.42,118.0
DSY.PA,0.145,0.09,36.46,83.0
DSY.PA,0.145,0.1,31.36,57.4
DSY.PA,0.145,0.11,27.47,37.9
DSY.PA,0.145,0.12,24.41,22.5
DSY.PA,0.18,0.08,49.95,150.7
DSY.PA,0.18,0.09,41.86,110.2
DSY.PA,0.18,0.1,35.95,80.5
DSY.PA,0.18,0.11,31.44,57.8
DSY.PA,0.18,0.12,27.88,40.0
DT,0.04,0.08,44.91,17.1
DT,0.04,0.09,37.96,-1.0
DT,0.04,0.1,32.86,-14.3
DT,0.04,0.11,28.97,-24.5
DT,0.04,0.12,25.89,-32.5
DT,0.075,0.08,52.22,36.1
DT,0.075,0.09,44.03,14.8
DT,0.075,0.1,38.03,-0.9
DT,0.075,0.11,33.44,-12.8
DT,0.075,0.12,29.83,-22.2
DT,0.10999999999999999,0.08,60.49,57.7
DT,0.10999999999999999,0.09,50.89,32.7
DT,0.10999999999999999,0.1,43.86,14.3
DT,0.10999999999999999,0.11,38.5,0.4
DT,0.10999999999999999,0.12,34.27,-10.7
DT,0.145,0.08,69.82,82.0
DT,0.145,0.09,58.63,52.8
DT,0.145,0.1,50.43,31.5
DT,0.145,0.11,44.18,15.2
DT,0.145,0.12,39.25,2.3
DT,0.18,0.08,80.31,109.4
DT,0.18,0.09,67.32,75.5
DT,0.18,0.1,57.81,50.7
DT,0.18,0.11,50.55,31.8
DT,0.18,0.12,44.84,16.9
DUK,0.04,0.08,142.66,17.9
DUK,0.04,0.09,120.58,-0.3
DUK,0.04,0.1,104.39,-13.7
DUK,0.04,0.11,92.01,-23.9
DUK,0.04,0.12,82.24,-32.0
DUK,0.075,0.08,165.86,37.1
DUK,0.075,0.09,139.85,15.6
DUK,0.075,0.1,120.79,-0.1
DUK,0.075,0.11,106.23,-12.2
DUK,0.075,0.12,94.74,-21.7
DUK,0.10999999999999999,0.08,192.13,58.9
DUK,0.10999999999999999,0.09,161.65,33.6
DUK,0.10999999999999999,0.1,139.32,15.2
DUK,0.10999999999999999,0.11,122.27,1.1
DUK,0.10999999999999999,0.12,108.83,-10.0
DUK,0.145,0.08,221.77,83.4
DUK,0.145,0.09,186.22,54.0
DUK,0.145,0.1,160.19,32.4
DUK,0.145,0.11,140.32,16.0
DUK,0.145,0.12,124.67,3.1
DUK,0.18,0.08,255.1,110.9
DUK,0.18,0.09,213.82,76.8
DUK,0.18,0.1,183.61,51.8
DUK,0.18,0.11,160.57,32.8
DUK,0.18,0.12,142.42,17.8
DVN,0.04,0.08,104.99,112.2
DVN,0.04,0.09,88.74,79.3
DVN,0.04,0.1,76.83,55.2
DVN,0.04,0.11,67.72,36.8
DVN,0.04,0.12,60.53,22.3
DVN,0.075,0.08,122.07,146.7
DVN,0.075,0.09,102.93,108.0
DVN,0.075,0.1,88.9,79.6
DVN,0.075,0.11,78.18,58.0
DVN,0.075,0.12,69.73,40.9
DVN,0.10999999999999999,0.08,141.41,185.7
DVN,0.10999999999999999,0.09,118.97,140.4
DVN,0.10999999999999999,0.1,102.54,107.2
DVN,0.10999999999999999,0.11,89.99,81.8
DVN,0.10999999999999999,0.12,80.1,61.9
DVN,0.145,0.08,163.22,229.8
DVN,0.145,0.09,137.05,176.9
DVN,0.145,0.1,117.9,138.2
DVN,0.145,0.11,103.28,108.7
DVN,0.145,0.12,91.76,85.4
DVN,0.18,0.08,187.75,279.4
DVN,0.18,0.09,157.37,218.0
DVN,0.18,0.1,135.13,173.1
DVN,0.18,0.11,118.17,138.8
DVN,0.18,0.12,104.82,111.8
DXCM,0.04,0.08,60.65,-1.6
DXCM,0.04,0.09,51.27,-16.8
DXCM,0.04,0.1,44.38,-28.0
DXCM,0.04,0.11,39.12,-36.5
DXCM,0.04,0.12,34.97,-43.3
DXCM,0.075,0.08,70.52,14.4
DXCM,0.075,0.09,59.46,-3.5
DXCM,0.075,0.1,51.36,-16.7
DXCM,0.075,0.11,45.17,-26.7
DXCM,0.075,0.12,40.28,-34.6
DXCM,0.10999999999999999,0.08,81.69,32.5
DXCM,0.10999999999999999,0.09,68.73,11.5
DXCM,0.10999999999999999,0.1,59.24,-3.9
DXCM,0.10999999999999999,0.11,51.99,-15.6
DXCM,0.10999999999999999,0.12,46.27,-24.9
DXCM,0.145,0.08,94.29,53.0
DXCM,0.145,0.09,79.17,28.5
DXCM,0.145,0.1,68.11,10.5
DXCM,0.145,0.11,59.66,-3.2
DXCM,0.145,0.12,53.01,-14.0
DXCM,0.18,0.08,108.46,76.0
DXCM,0.18,0.09,90.91,47.5
DXCM,0.18,0.1,78.07,26.7
DXCM,0.18,0.11,68.27,10.8
DXCM,0.18,0.12,60.55,-1.7
EADSY,0.04,0.08,46.83,-3.1
EADSY,0.04,0.09,39.59,-18.1
EADSY,0.04,0.1,34.27,-29.1
EADSY,0.04,0.11,30.21,-37.5
EADSY,0.04,0.12,27.0,-44.1
EADSY,0.075,0.08,54.45,12.7
EADSY,0.075,0.09,45.91,-5.0
EADSY,0.075,0.1,39.66,-17.9
EADSY,0.075,0.11,34.87,-27.8
EADSY,0.075,0.12,31.1,-35.6
EADSY,0.10999999999999999,0.08,63.08,30.5
EADSY,0.10999999999999999,0.09,53.07,9.8
EADSY,0.10999999999999999,0.1,45.74,-5.4
EADSY,0.10999999999999999,0.11,40.14,-16.9
EADSY,0.10999999999999999,0.12,35.73,-26.1
EADSY,0.145,0.08,72.81,50.6
EADSY,0.145,0.09,61.14,26.5
EADSY,0.145,0.1,52.59,8.8
EADSY,0.145,0.11,46.07,-4.7
EADSY,0.145,0.12,40.93,-15.3
EADSY,0.18,0.08,83.75,73.3
EADSY,0.18,0.09,70.2,45.2
EADSY,0.18,0.1,60.28,24.7
EADSY,0.18,0.11,52.71,9.1
EADSY,0.18,0.12,46.76,-3.3
ED,0.04,0.08,129.17,22.6
ED,0.04,0.09,109.18,3.6
ED,0.04,0.1,94.52,-10.3
ED,0.04,0.11,83.31,-20.9
ED,0.04,0.12,74.47,-29.3
ED,0.075,0.08,150.18,42.5
ED,0.075,0.09,126.63,20.2
ED,0.075,0.1,109.37,3.8
ED,0.075,0.11,96.18,-8.7
ED,0.075,0.12,85.79,-18.6
ED,0.10999999999999999,0.08,173.97,65.1
ED,0.10999999999999999,0.09,146.37,38.9
ED,0.10999999999999999,0.1,126.15,19.7
ED,0.10999999999999999,0.11,110.71,5.1
ED,0.10999999999999999,0.12,98.55,-6.5
ED,0.145,0.08,200.8,90.6
ED,0.145,0.09,168.61,60.0
ED,0.145,0.1,145.04,37.7
ED,0.145,0.11,127.06,20.6
ED,0.145,0.12,112.89,7.1
ED,0.18,0.08,230.98,119.2
ED,0.18,0.09,193.6,83.8
ED,0.18,0.1,166.25,57.8
ED,0.18,0.11,145.39,38.0
ED,0.18,0.12,128.95,22.4
EDP.LS,0.04,0.08,5.87,37.2
EDP.LS,0.04,0.09,4.96,16.0
EDP.LS,0.04,0.1,4.29,0.4
EDP.LS,0.04,0.11,3.78,-11.5
EDP.LS,0.04,0.12,3.38,-20.9
EDP.LS,0.075,0.08,6.82,59.5
EDP.LS,0.075,0.09,5.75,34.5
EDP.LS,0.075,0.1,4.97,16.2
EDP.LS,0.075,0.11,4.37,2.2
EDP.LS,0.075,0.12,3.9,-8.9
EDP.LS,0.10999999999999999,0.08,7.9,84.8
EDP.LS,0.10999999999999999,0.09,6.65,55.5
EDP.LS,0.10999999999999999,0.1,5.73,34.0
EDP.LS,0.10999999999999999,0.11,5.03,17.6
EDP.LS,0.10999999999999999,0.12,4.48,4.7
EDP.LS,0.145,0.08,9.12,113.3
EDP.LS,0.145,0.09,7.66,79.1
EDP.LS,0.145,0.1,6.59,54.1
EDP.LS,0.145,0.11,5.77,35.0
EDP.LS,0.145,0.12,5.13,19.9
EDP.LS,0.18,0.08,10.49,145.3
EDP.LS,0.18,0.09,8.79,105.6
EDP.LS,0.18,0.1,7.55,76.6
EDP.LS,0.18,0.11,6.6,54.4
EDP.LS,0.18,0.12,5.86,37.0
EDPR.LS,0.04,0.08,9.49,-30.2
EDPR.LS,0.04,0.09,8.02,-41.0
EDPR.LS,0.04,0.1,6.94,-48.9
EDPR.LS,0.04,0.11,6.12,-55.0
EDPR.LS,0.04,0.12,5.47,-59.8
EDPR.LS,0.075,0.08,11.03,-18.8
EDPR.LS,0.075,0.09,9.3,-31.6
EDPR.LS,0.075,0.1,8.03,-40.9
EDPR.LS,0.075,0.11,7.06,-48.0
EDPR.LS,0.075,0.12,6.3,-53.6
EDPR.LS,0.10999999999999999,0.08,12.78,-6.0
EDPR.LS,0.10999999999999999,0.09,10.75,-20.9
EDPR.LS,0.10999999999999999,0.1,9.26,-31.8
EDPR.LS,0.10999999999999999,0.11,8.13,-40.2
EDPR.LS,0.10999999999999999,0.12,7.24,-46.7
EDPR.LS,0.145,0.08,14.75,8.5
EDPR.LS,0.145,0.09,12.38,-8.9
EDPR.LS,0.145,0.1,10.65,-21.6
EDPR.LS,0.145,0.11,9.33,-31.3
EDPR.LS,0.145,0.12,8.29,-39.0
EDPR.LS,0.18,0.08,16.96,24.8
EDPR.LS,0.18,0.09,14.22,4.6
EDPR.LS,0.18,0.1,12.21,-10.2
EDPR.LS,0.18,0.11,10.68,-21.4
EDPR.LS,0.18,0.12,9.47,-30.3
ELV,0.04,0.08,582.1,48.2
ELV,0.04,0.09,492.0,25.3
ELV,0.04,0.1,425.94,8.5
ELV,0.04,0.11,375.44,-4.4
ELV,0.04,0.12,335.58,-14.5
ELV,0.075,0.08,676.78,72.4
ELV,0.075,0.09,570.65,45.3
ELV,0.075,0.1,492.88,25.5
ELV,0.075,0.11,433.46,10.4
ELV,0.075,0.12,386.59,-1.6
ELV,0.10999999999999999,0.08,783.98,99.6
ELV,0.10999999999999999,0.09,659.59,68.0
ELV,0.10999999999999999,0.1,568.49,44.8
ELV,0.10999999999999999,0.11,498.93,27.1
ELV,0.10999999999999999,0.12,444.09,13.1
ELV,0.145,0.08,904.92,130.4
ELV,0.145,0.09,759.84,93.5
ELV,0.145,0.1,653.64,66.5
ELV,0.145,0.11,572.58,45.8
ELV,0.145,0.12,508.72,29.6
ELV,0.18,0.08,1040.91,165.1
ELV,0.18,0.09,872.47,122.2
ELV,0.18,0.1,749.21,90.8
ELV,0.18,0.11,655.18,66.8
ELV,0.18,0.12,581.13,48.0
EMR,0.04,0.08,142.43,7.0
EMR,0.04,0.09,120.38,-9.5
EMR,0.04,0.1,104.22,-21.7
EMR,0.04,0.11,91.86,-31.0
EMR,0.04,0.12,82.11,-38.3
EMR,0.075,0.08,165.59,24.5
EMR,0.075,0.09,139.62,4.9
EMR,0.075,0.1,120.59,-9.4
EMR,0.075,0.11,106.06,-20.3
EMR,0.075,0.12,94.59,-28.9
EMR,0.10999999999999999,0.08,191.82,44.2
EMR,0.10999999999999999,0.09,161.39,21.3
EMR,0.10999999999999999,0.1,139.1,4.5
EMR,0.10999999999999999,0.11,122.08,-8.2
EMR,0.10999999999999999,0.12,108.66,-18.3
EMR,0.145,0.08,221.41,66.4
EMR,0.145,0.09,185.91,39.7
EMR,0.145,0.1,159.93,20.2
EMR,0.145,0.11,140.1,5.3
EMR,0.145,0.12,124.47,-6.4
EMR,0.18,0.08,254.69,91.4
EMR,0.18,0.09,213.47,60.4
EMR,0.18,0.1,183.31,37.8
EMR,0.18,0.11,160.31,20.5
EMR,0.18,0.12,142.19,6.9
ENEL.MI,0.04,0.08,14.9,57.1
ENEL.MI,0.04,0.09,12.59,32.8
ENEL.MI,0.04,0.1,10.9,14.9
ENEL.MI,0.04,0.11,9.61,1.3
ENEL.MI,0.04,0.12,8.59,-9.4
ENEL.MI,0.075,0.08,17.32,82.6
ENEL.MI,0.075,0.09,14.61,54.0
ENEL.MI,0.075,0.1,12.61,33.0
ENEL.MI,0.075,0.11,11.09,17.0
ENEL.MI,0.075,0.12,9.89,4.3
ENEL.MI,0.10999999999999999,0.08,20.07,111.6
ENEL.MI,0.10999999999999999,0.09,16.88,78.0
ENEL.MI,0.10999999999999999,0.1,14.55,53.4
ENEL.MI,0.10999999999999999,0.11,12.77,34.6
ENEL.MI,0.10999999999999999,0.12,11.37,19.8
ENEL.MI,0.145,0.08,23.16,144.2
ENEL.MI,0.145,0.09,19.45,105.1
ENEL.MI,0.145,0.1,16.73,76.4
ENEL.MI,0.145,0.11,14.65,54.5
ENEL.MI,0.145,0.12,13.02,37.3
ENEL.MI,0.18,0.08,26.64,180.9
ENEL.MI,0.18,0.09,22.33,135.5
ENEL.MI,0.18,0.1,19.18,102.2
ENEL.MI,0.18,0.11,16.77,76.8
ENEL.MI,0.18,0.12,14.87,56.8
ENGI.PA,0.04,0.08,41.48,56.0
ENGI.PA,0.04,0.09,35.06,31.8
ENGI.PA,0.04,0.1,30.35,14.1
ENGI.PA,0.04,0.11,26.76,0.6
ENGI.PA,0.04,0.12,23.92,-10.1
ENGI.PA,0.075,0.08,48.23,81.3
ENGI.PA,0.075,0.09,40.67,52.9
ENGI.PA,0.075,0.1,35.12,32.0
ENGI.PA,0.075,0.11,30.89,16.1
ENGI.PA,0.075,0.12,27.55,3.6
ENGI.PA,0.10999999999999999,0.08,55.87,110.0
ENGI.PA,0.10999999999999999,0.09,47.01,76.7
ENGI.PA,0.10999999999999999,0.1,40.51,52.3
ENGI.PA,0.10999999999999999,0.11,35.56,33.7
ENGI.PA,0.10999999999999999,0.12,31.65,19.0
ENGI.PA,0.145,0.08,64.49,142.4
ENGI.PA,0.145,0.09,54.15,103.6
ENGI.PA,0.145,0.1,46.58,75.1
ENGI.PA,0.145,0.11,40.8,53.4
ENGI.PA,0.145,0.12,36.25,36.3
ENGI.PA,0.18,0.08,74.18,178.9
ENGI.PA,0.18,0.09,62.18,133.7
ENGI.PA,0.18,0.1,53.39,100.7
ENGI.PA,0.18,0.11,46.69,75.5
ENGI.PA,0.18,0.12,41.41,55.7
ENPH,0.04,0.08,48.58,-8.1
ENPH,0.04,0.09,41.06,-22.4
ENPH,0.04,0.1,35.55,-32.8
ENPH,0.04,0.11,31.33,-40.8
ENPH,0.04,0.12,28.01,-47.0
ENPH,0.075,0.08,56.48,6.8
ENPH,0.075,0.09,47.63,-10.0
ENPH,0.075,0.1,41.13,-22.2
ENPH,0.075,0.11,36.18,-31.6
ENPH,0.075,0.12,32.26,-39.0
ENPH,0.10999999999999999,0.08,65.43,23.7
ENPH,0.10999999999999999,0.09,55.05,4.1
ENPH,0.10999999999999999,0.1,47.45,-10.3
ENPH,0.10999999999999999,0.11,41.64,-21.3
ENPH,0.10999999999999999,0.12,37.06,-29.9
ENPH,0.145,0.08,75.52,42.8
ENPH,0.145,0.09,63.42,19.9
ENPH,0.145,0.1,54.55,3.1
ENPH,0.145,0.11,47.79,-9.6
ENPH,0.145,0.12,42.46,-19.7
ENPH,0.18,0.08,86.87,64.3
ENPH,0.18,0.09,72.82,37.7
ENPH,0.18,0.1,62.53,18.2
ENPH,0.18,0.11,54.68,3.4
ENPH,0.18,0.12,48.5,-8.3
ENR.DE,0.04,0.08,115.86,-31.7
ENR.DE,0.04,0.09,97.93,-42.2
ENR.DE,0.04,0.1,84.78,-50.0
ENR.DE,0.04,0.11,74.73,-55.9
ENR.DE,0.04,0.12,66.8,-60.6
ENR.DE,0.075,0.08,134.71,-20.5
ENR.DE,0.075,0.09,113.58,-33.0
ENR.DE,0.075,0.1,98.1,-42.1
ENR.DE,0.075,0.11,86.28,-49.1
ENR.DE,0.075,0.12,76.95,-54.6
ENR.DE,0.10999999999999999,0.08,156.05,-8.0
ENR.DE,0.10999999999999999,0.09,131.29,-22.6
ENR.DE,0.10999999999999999,0.1,113.15,-33.3
ENR.DE,0.10999999999999999,0.11,99.31,-41.4
ENR.DE,0.10999999999999999,0.12,88.39,-47.9
ENR.DE,0.145,0.08,180.12,6.2
ENR.DE,0.145,0.09,151.24,-10.8
ENR.DE,0.145,0.1,130.1,-23.3
ENR.DE,0.145,0.11,113.97,-32.8
ENR.DE,0.145,0.12,101.26,-40.3
ENR.DE,0.18,0.08,207.19,22.2
ENR.DE,0.18,0.09,173.66,2.4
ENR.DE,0.18,0.1,149.13,-12.0
ENR.DE,0.18,0.11,130.41,-23.1
ENR.DE,0.18,0.12,115.67,-31.8
ENTG,0.04,0.08,91.84,-31.0
ENTG,0.04,0.09,77.62,-41.7
ENTG,0.04,0.1,67.2,-49.5
ENTG,0.04,0.11,59.23,-55.5
ENTG,0.04,0.12,52.94,-60.2
ENTG,0.075,0.08,106.77,-19.8
ENTG,0.075,0.09,90.03,-32.3
ENTG,0.075,0.1,77.76,-41.6
ENTG,0.075,0.11,68.38,-48.6
ENTG,0.075,0.12,60.99,-54.2
ENTG,0.10999999999999999,0.08,123.69,-7.1
ENTG,0.10999999999999999,0.09,104.06,-21.8
ENTG,0.10999999999999999,0.1,89.69,-32.6
ENTG,0.10999999999999999,0.11,78.71,-40.8
ENTG,0.10999999999999999,0.12,70.06,-47.3
ENTG,0.145,0.08,142.77,7.3
ENTG,0.145,0.09,119.88,-9.9
ENTG,0.145,0.1,103.12,-22.5
ENTG,0.145,0.11,90.33,-32.1
ENTG,0.145,0.12,80.26,-39.7
ENTG,0.18,0.08,164.22,23.4
ENTG,0.18,0.09,137.65,3.4
ENTG,0.18,0.1,118.2,-11.2
ENTG,0.18,0.11,103.37,-22.3
ENTG,0.18,0.12,91.68,-31.1
EOG,0.04,0.08,286.74,104.4
EOG,0.04,0.09,242.35,72.8
EOG,0.04,0.1,209.81,49.6
EOG,0.04,0.11,184.94,31.9
EOG,0.04,0.12,165.3,17.9
EOG,0.075,0.08,333.38,137.7
EOG,0.075,0.09,281.09,100.4
EOG,0.075,0.1,242.78,73.1
EOG,0.075,0.11,213.51,52.2
EOG,0.075,0.12,190.43,35.8
EOG,0.10999999999999999,0.08,386.18,175.3
EOG,0.10999999999999999,0.09,324.91,131.6
EOG,0.10999999999999999,0.1,280.03,99.7
EOG,0.10999999999999999,0.11,245.77,75.2
EOG,0.10999999999999999,0.12,218.75,56.0
EOG,0.145,0.08,445.75,217.8
EOG,0.145,0.09,374.29,166.9
EOG,0.145,0.1,321.97,129.6
EOG,0.145,0.11,282.05,101.1
EOG,0.145,0.12,250.59,78.7
EOG,0.18,0.08,512.74,265.6
EOG,0.18,0.09,429.77,206.4
EOG,0.18,0.1,369.05,163.1
EOG,0.18,0.11,322.73,130.1
EOG,0.18,0.12,286.26,104.1
ESLT,0.04,0.08,344.83,-54.0
ESLT,0.04,0.09,291.46,-61.1
ESLT,0.04,0.1,252.33,-66.4
ESLT,0.04,0.11,222.41,-70.3
ESLT,0.04,0.12,198.8,-73.5
ESLT,0.075,0.08,400.92,-46.5
ESLT,0.075,0.09,338.05,-54.9
ESLT,0.075,0.1,291.98,-61.1
ESLT,0.075,0.11,256.78,-65.8
ESLT,0.075,0.12,229.01,-69.5
ESLT,0.10999999999999999,0.08,464.42,-38.1
ESLT,0.10999999999999999,0.09,390.74,-47.9
ESLT,0.10999999999999999,0.1,336.77,-55.1
ESLT,0.10999999999999999,0.11,295.56,-60.6
ESLT,0.10999999999999999,0.12,263.08,-64.9
ESLT,0.145,0.08,536.07,-28.5
ESLT,0.145,0.09,450.13,-40.0
ESLT,0.145,0.1,387.21,-48.4
ESLT,0.145,0.11,339.19,-54.8
ESLT,0.145,0.12,301.36,-59.8
ESLT,0.18,0.08,616.63,-17.8
ESLT,0.18,0.09,516.85,-31.1
ESLT,0.18,0.1,443.83,-40.8
ESLT,0.18,0.11,388.13,-48.3
ESLT,0.18,0.12,344.26,-54.1
ESTC,0.04,0.08,56.59,11.8
ESTC,0.04,0.09,47.83,-5.5
ESTC,0.04,0.1,41.41,-18.2
ESTC,0.04,0.11,36.5,-27.9
ESTC,0.04,0.12,32.62,-35.5
ESTC,0.075,0.08,65.79,30.0
ESTC,0.075,0.09,55.47,9.6
ESTC,0.075,0.1,47.91,-5.3
ESTC,0.075,0.11,42.14,-16.7
ESTC,0.075,0.12,37.58,-25.7
ESTC,0.10999999999999999,0.08,76.21,50.6
ESTC,0.10999999999999999,0.09,64.12,26.7
ESTC,0.10999999999999999,0.1,55.26,9.2
ESTC,0.10999999999999999,0.11,48.5,-4.1
ESTC,0.10999999999999999,0.12,43.17,-14.7
ESTC,0.145,0.08,87.97,73.9
ESTC,0.145,0.09,73.87,46.0
ESTC,0.145,0.1,63.54,25.6
ESTC,0.145,0.11,55.66,10.0
ESTC,0.145,0.12,49.45,-2.3
ESTC,0.18,0.08,101.19,100.0
ESTC,0.18,0.09,84.81,67.6
ESTC,0.18,0.1,72.83,43.9
ESTC,0.18,0.11,63.69,25.9
ESTC,0.18,0.12,56.49,11.6
ET,0.04,0.08,30.39,50.8
ET,0.04,0.09,25.68,27.5
ET,0.04,0.1,22.24,10.4
ET,0.04,0.11,19.6,-2.7
ET,0.04,0.12,17.52,-13.1
ET,0.075,0.08,35.33,75.3
ET,0.075,0.09,29.79,47.8
ET,0.075,0.1,25.73,27.7
ET,0.075,0.11,22.63,12.3
ET,0.075,0.12,20.18,0.2
ET,0.10999999999999999,0.08,40.93,103.1
ET,0.10999999999999999,0.09,34.43,70.9
ET,0.10999999999999999,0.1,29.68,47.3
ET,0.10999999999999999,0.11,26.05,29.3
ET,0.10999999999999999,0.12,23.18,15.1
ET,0.145,0.08,47.24,134.4
ET,0.145,0.09,39.67,96.9
ET,0.145,0.1,34.12,69.3
ET,0.145,0.11,29.89,48.3
ET,0.145,0.12,26.56,31.8
ET,0.18,0.08,54.34,169.7
ET,0.18,0.09,45.55,126.0
ET,0.18,0.1,39.11,94.1
ET,0.18,0.11,34.2,69.7
ET,0.18,0.12,30.34,50.6
ETN,0.04,0.08,312.95,-21.7
ETN,0.04,0.09,264.51,-33.8
ETN,0.04,0.1,228.99,-42.7
ETN,0.04,0.11,201.84,-49.5
ETN,0.04,0.12,180.42,-54.8
ETN,0.075,0.08,363.85,-8.9
ETN,0.075,0.09,306.79,-23.2
ETN,0.075,0.1,264.98,-33.7
ETN,0.075,0.11,233.03,-41.7
ETN,0.075,0.12,207.84,-48.0
ETN,0.10999999999999999,0.08,421.48,5.5
ETN,0.10999999999999999,0.09,354.61,-11.2
ETN,0.10999999999999999,0.1,305.63,-23.5
ETN,0.10999999999999999,0.11,268.23,-32.8
ETN,0.10999999999999999,0.12,238.75,-40.2
ETN,0.145,0.08,486.5,21.8
ETN,0.145,0.09,408.5,2.3
ETN,0.145,0.1,351.41,-12.0
ETN,0.145,0.11,307.83,-22.9
ETN,0.145,0.12,273.5,-31.5
ETN,0.18,0.08,559.61,40.1
ETN,0.18,0.09,469.06,17.4
ETN,0.18,0.1,402.79,0.8
