ticker,company,theme,metric_type,price,mkt_cap,current_metric,current_multiple,bull_cagr,bull_multiple,bull_price,bull_upside,base_cagr,base_multiple,base_price,base_upside,bear_cagr,bear_multiple,bear_price,bear_upside,weighted_price,weighted_upside,bull_prob,base_prob,bear_prob
ANET,ANET,AI infrastructure & compute,Fwd EPS,154.31,194302427136.0,4.44953,34.7x,0.18,28.0,204.70016489888,32.6551519012896,0.12,22.0,137.52792424448003,-10.87555942940831,0.04,15.0,75.07674170880001,-51.346807265374885,138.70818877416002,-10.110693555725481,0.25,0.5,0.25
AOS,AOS,Industrial automation & robotics,Fwd EPS,58.01,7995438080.0,4.17944,13.9x,0.18,28.0,192.27470253823995,231.45096110711938,0.12,22.0,129.17987016704004,122.68552002592665,0.04,15.0,70.5195239424,21.56442672366834,130.28849170368002,124.59660697066029,0.25,0.5,0.25
APH,APH,AI infrastructure & compute,Fwd EPS,140.24,172528091136.0,5.63595,24.9x,0.18,28.0,259.2812936112,84.88398004221334,0.12,22.0,174.19828715520006,24.214408981175172,0.04,15.0,95.09515891200002,-32.1911302681118,175.69325670840004,25.28041693411298,0.25,0.5,0.25
APLD,APLD,Quantum / frontier compute,Rev/Sh,48.98,13996991488.0,1.117201004407961,43.8x,0.45,30.0,102.1778073618966,108.61128493649774,0.28,20.0,46.8588064159233,-4.330734144705395,0.1,12.0,17.84393444240396,-63.568937438946584,47.767401414386185,-2.4757014814491884,0.2,0.45,0.35
ARGX.BR,ARGX.BR,Health Tech,Fwd EPS,704.6,43817500672.0,30.89531,22.8x,0.18,28.0,1421.3355234377598,101.72232804963946,0.12,22.0,954.9250939289602,35.5272628340846,0.04,15.0,521.2953298176,-26.015422960885616,963.1202602783201,36.690357689230765,0.25,0.5,0.25
ARM,ARM,AI infrastructure & compute,Fwd EPS,302.71,322099707904.0,3.05516,99.1x,0.18,28.0,140.55231806336,-53.5686571096561,0.12,22.0,94.43015622656002,-68.80507540994351,0.04,15.0,51.5495924736,-82.97063444431964,95.24055574752,-68.53736059346569,0.25,0.5,0.25
ARRY,ARRY,Energy transition & grids,Fwd EPS,9.03,1389052160.0,0.90453,10.0x,0.18,28.0,41.61280857887999,360.8284449488371,0.12,22.0,27.957589524480007,209.60785741395358,0.04,15.0,15.262098508800001,69.01548736212627,28.197521534160003,212.26491178471764,0.25,0.5,0.25
ASM.AS,ASM.AS,AI infrastructure & compute,Fwd EPS,899.2,43958358016.0,26.98926,33.3x,0.18,28.0,1241.63809941696,38.08252884975087,0.12,22.0,834.1952756121602,-7.229173085836282,0.04,15.0,455.38870440960005,-49.3562383886121,841.3543387627201,-6.433013927633446,0.25,0.5,0.25
ASML,ASML,AI infrastructure & compute,Fwd EPS,1597.87,615847297024.0,47.614956,33.6x,0.18,28.0,2190.521098824576,37.09006983199985,0.12,22.0,1471.7028678696963,-7.895957251234675,0.04,15.0,803.40524798976,-49.72023706623442,1484.3330206384321,-7.105520434175983,0.25,0.5,0.25
ATCO-A.ST,ATCO-A.ST,Industrial automation & robotics,Fwd EPS,176.05,858881196032.0,6.41,27.5x,0.18,28.0,294.89138335999996,67.50433590457254,0.12,22.0,198.12294656000003,12.537885009940375,0.04,15.0,108.15567360000001,-38.56536574836694,199.82323752000002,13.503685044021596,0.25,0.5,0.25
ATO,ATO,Energy transition & grids,Fwd EPS,176.24,29417951232.0,8.95015,19.7x,0.18,28.0,411.75071993439997,133.63068539173852,0.12,22.0,276.6349594624001,56.964911179301005,0.04,15.0,151.015522944,-14.312572092601005,279.00904045080006,58.31198391443488,0.25,0.5,0.25
ATRO,ATRO,Industrial automation & robotics,Fwd EPS,85.01,3046788864.0,3.125,27.2x,0.18,28.0,143.76529999999997,69.11575108810723,0.12,22.0,96.58880000000003,13.620515233501983,0.04,15.0,52.728,-37.97435595812257,97.417725,14.595606399247153,0.25,0.5,0.25
AVGO,AVGO,AI infrastructure & compute,Fwd EPS,421.86,1997367148544.0,18.2969,23.1x,0.18,28.0,841.7469816224,99.53230494059639,0.12,22.0,565.5281967104002,34.05589454093778,0.04,15.0,308.722861824,-26.818645563931163,570.3815592168,35.20636211463519,0.25,0.5,0.25
AVIO.MI,AVIO.MI,Quantum / frontier compute,Fwd EPS,43.71,2002083840.0,0.277,157.8x,0.18,28.0,12.743356192,-70.84567331960649,0.12,22.0,8.561631232000003,-80.41264874857012,0.04,15.0,4.673809920000001,-89.30722964996568,8.635107144000003,-80.2445501166781,0.25,0.5,0.25
AWK,AWK,Energy transition & grids,Fwd EPS,123.78,24171823104.0,6.56473,18.9x,0.18,28.0,302.00972091808,143.9891104524802,0.12,22.0,202.90540576768007,63.924225050638285,0.04,15.0,110.76642670080001,-10.513470107610267,204.64673978856004,65.33102261153662,0.25,0.5,0.25
AZN,AZN,Health Tech,Fwd EPS,185.65,287914950656.0,8.02268,23.1x,0.18,28.0,369.0825590412799,98.80557987680038,0.12,22.0,247.96833087488005,33.56764388628066,0.04,15.0,135.3663587328,-27.085182476272564,250.09639488096,34.713921293272286,0.25,0.5,0.25
B,B,Industrial automation & robotics,Fwd EPS,41.25,69280956416.0,4.67374,8.8x,0.18,28.0,215.01492263103995,421.2482972873696,0.12,22.0,144.45790019584004,250.20097017173342,0.04,15.0,78.8598280704,91.17534077672727,145.69763777328,253.20639460189093,0.25,0.5,0.25
BA,BA,Industrial automation & robotics,Fwd EPS,224.3,176816209920.0,4.18143,53.6x,0.18,28.0,192.36625228127997,-14.23706987013823,0.12,22.0,129.24137791488002,-42.380125762425315,0.04,15.0,70.55310113280001,-68.5452068065983,130.35052731096,-41.885632050396794,0.25,0.5,0.25
BA.L,BA.L,Industrial automation & robotics,Fwd EPS,1995.5,58547630080.0,0.94641,2108.5x,0.18,28.0,43.539493623359995,-97.81811608001203,0.12,22.0,29.252033986560008,-98.53410002572988,0.04,15.0,15.9687380736,-99.19976256208469,29.503074917520003,-98.52151967338912,0.25,0.5,0.25
BAESY,BAESY,Industrial automation & robotics,Fwd EPS,105.6,77476560896.0,5.24922,20.1x,0.18,28.0,241.48982018111997,128.6835418381818,0.12,22.0,162.24507543552005,53.64116992000005,0.04,15.0,88.56987909120001,-16.12700843636362,163.63746253584003,54.95971831045458,0.25,0.5,0.25
