ticker,year,revenue,net_income,free_cash_flow,gross_margin_pct,operating_margin_pct,total_debt,stockholders_equity,roe_pct,as_of
SPIR,2023,97612000.0,-77558000.0,-53659000.0,39.5320247510552,-59.45273122157112,130698000.0,37784000.0,-205.27,2026-05-28T08:25:47Z
SPIR,2022,70767000.0,-99012000.0,-66735000.0,24.221741772294997,-110.68153235265025,111623000.0,91131000.0,-108.65,2026-05-28T08:25:47Z
STM,2025,11800000000.0,166000000.0,-52000000.0,33.889830508474574,2.73728813559322,2354000000.0,17828000000.0,0.93,2026-05-28T08:25:48Z
STM,2024,13269000000.0,1557000000.0,-216000000.0,39.339814605471396,11.25932624915216,3167000000.0,17449000000.0,8.92,2026-05-28T08:25:48Z
STM,2023,17286000000.0,4211000000.0,1456000000.0,47.94052990859655,26.356589147286822,3173000000.0,16729000000.0,25.17,2026-05-28T08:25:48Z
STM,2022,16128000000.0,3960000000.0,1566000000.0,47.34002976190476,26.53769841269841,2910000000.0,12693000000.0,31.2,2026-05-28T08:25:48Z
STM,2021,,,,,,,,,2026-05-28T08:25:48Z
BKSY,2025,106575000.0,-70260000.0,-44523000.0,66.87497067792634,-44.007506450856205,209465000.0,94875000.0,-74.06,2026-05-28T08:25:49Z
BKSY,2024,102093000.0,-57218000.0,-22062000.0,73.13038112309366,-43.38005543964817,116486000.0,93989000.0,-60.88,2026-05-28T08:25:49Z
BKSY,2023,94492000.0,-53859000.0,-32695000.0,64.24988358802861,-59.24311052787537,87164000.0,93159000.0,-57.81,2026-05-28T08:25:49Z
BKSY,2022,65350000.0,-74172000.0,-56133000.0,45.17674062739097,-132.43917368018361,79881000.0,121874000.0,-60.86,2026-05-28T08:25:49Z
BKSY,2021,,,,,,,,,2026-05-28T08:25:49Z
LUNR,2025,207132000.0,-83294000.0,-56015000.0,2.9271189386478187,-42.11372458142634,372159000.0,-748351000.0,11.13,2026-05-28T08:25:50Z
LUNR,2024,228000000.0,-283413000.0,-67698000.0,1.2144736842105264,-22.96140350877193,37380000.0,-1003272000.0,28.25,2026-05-28T08:25:50Z
LUNR,2023,79551000.0,61762000.0,-75190000.0,-30.724943746778795,-75.61815690563286,43475000.0,-233234000.0,-26.48,2026-05-28T08:25:50Z
LUNR,2022,85946000.0,,-15621000.0,12.139017522630489,-6.407511693388872,25764000.0,-57619000.0,-0.0,2026-05-28T08:25:50Z
LUNR,2021,,,,,,,,,2026-05-28T08:25:50Z
RDW,2025,335381000.0,-226552000.0,-200611000.0,5.153839961118847,-51.80854013793268,123799000.0,1137050000.0,-19.92,2026-05-28T08:25:51Z
RDW,2024,304101000.0,-114315000.0,-28264000.0,14.618498459393425,-10.875005343619389,144981000.0,-51909000.0,220.22,2026-05-28T08:25:51Z
RDW,2023,243800000.0,-27263000.0,-7096000.0,23.77727645611157,-6.372026251025431,105835000.0,52597000.0,-51.83,2026-05-28T08:25:51Z
RDW,2022,160549000.0,-130617000.0,-35809000.0,17.8730481036942,-29.017932220069884,95085000.0,69664000.0,-187.5,2026-05-28T08:25:51Z
RDW,2021,,,,,,,,,2026-05-28T08:25:51Z
SATL,2025,17707000.0,-4783000.0,-34262000.0,72.46286779239848,-175.17930761845597,63383000.0,60526000.0,-7.9,2026-05-28T08:25:51Z
SATL,2024,12870000.0,-116272000.0,-40928000.0,60.96348096348096,-386.6511266511267,79949000.0,-53032000.0,219.25,2026-05-28T08:25:51Z
SATL,2023,10074000.0,-61018000.0,-64456000.0,49.811395672027,-688.9319039110582,3932000.0,51675000.0,-118.08,2026-05-28T08:25:51Z
SATL,2022,6012000.0,-36641000.0,-95714000.0,45.375914836992685,-1511.4271457085829,8239000.0,106198000.0,-34.5,2026-05-28T08:25:51Z
SATL,2021,,,,,,,,,2026-05-28T08:25:51Z
AVIO.MI,2025,38604000.0,10475744.0,124129000.0,1048.2246891513832,22.993215728940005,10105340.0,697323594.0,1.5,2026-05-28T08:25:52Z
AVIO.MI,2024,312814000.0,6087126.0,25172000.0,107.76271042856138,1.604127053137008,11542526.0,302826189.0,2.01,2026-05-28T08:25:52Z
AVIO.MI,2023,35764000.0,6487372.0,6137000.0,705.675536852701,6.49517951012191,19461650.0,300616709.0,2.16,2026-05-28T08:25:52Z
AVIO.MI,2022,73218000.0,-434767.0,33224000.0,359.11197383157145,6.289992897921276,56952778.0,293662323.0,-0.15,2026-05-28T08:25:52Z
AVIO.MI,2021,,,,,,,,,2026-05-28T08:25:52Z
ETL.PA,2025,1243700000.0,-1081900000.0,-5600000.0,80.55801238240733,-73.10444640990593,3168400000.0,2594000000.0,-41.71,2026-05-28T08:25:53Z
ETL.PA,2024,1213000000.0,-309900000.0,42400000.0,83.0750206100577,-15.779060181368507,3376300000.0,3818800000.0,-8.12,2026-05-28T08:25:53Z
ETL.PA,2023,1131300000.0,314900000.0,533900000.0,90.86891187129851,50.667373817731814,3258800000.0,2975300000.0,10.58,2026-05-28T08:25:53Z
ETL.PA,2022,1151700000.0,230800000.0,623700000.0,91.90761483025094,36.89328818268646,3482300000.0,2777300000.0,8.31,2026-05-28T08:25:53Z
ETL.PA,2021,,,,,,,,,2026-05-28T08:25:53Z
KTOS,2025,1346800000.0,22000000.0,-137400000.0,22.86159786159786,2.056727056727057,145800000.0,1996300000.0,1.1,2026-05-28T08:25:54Z
KTOS,2024,1136300000.0,16300000.0,-8500000.0,25.275015400862447,2.6137463697967087,282000000.0,1353200000.0,1.2,2026-05-28T08:25:54Z
KTOS,2023,1037100000.0,-8900000.0,12800000.0,25.89914183781699,3.03731559155337,321400000.0,976000000.0,-0.91,2026-05-28T08:25:54Z
KTOS,2022,898300000.0,-36900000.0,-71100000.0,25.158632973394187,0.512078370254926,301800000.0,936300000.0,-3.94,2026-05-28T08:25:54Z
KTOS,2021,,,,,,,,,2026-05-28T08:25:54Z
SIDU,2025,3383878.0,-29474304.0,-26327830.0,-168.22612990184635,-827.6934333921022,8948628.0,50635277.0,-58.21,2026-05-28T08:25:55Z
SIDU,2024,4672646.0,-17524056.0,-23299888.0,-31.438525409371906,-336.40213703327834,10135469.0,23536065.0,-74.46,2026-05-28T08:25:55Z
SIDU,2023,5962785.0,-14328348.0,-18957642.0,27.525778642027174,-210.05811881528513,4818284.0,7131756.0,-200.91,2026-05-28T08:25:55Z
SIDU,2022,7293408.0,-12839968.0,-14193766.0,19.718257911802,-165.13952050947924,2408617.0,3875213.0,-331.34,2026-05-28T08:25:55Z
SIDU,2021,,,,,,,,,2026-05-28T08:25:55Z
VOYG,2025,166419000.0,-104814000.0,-205616000.0,17.95167619081956,-65.19568078164151,466801000.0,383720000.0,-27.32,2026-05-28T08:25:55Z
VOYG,2024,144180000.0,-62072000.0,-108205000.0,24.21625745595783,-31.105562491330282,98224000.0,23792000.0,-260.89,2026-05-28T08:25:55Z
VOYG,2023,136062000.0,-25438000.0,-32591000.0,20.420837559347945,-10.416574796783818,86328000.0,-12475000.0,203.91,2026-05-28T08:25:55Z
VST,2025,17738000000.0,944000000.0,1318000000.0,32.88984101928064,12.030668621039576,20068000000.0,5097000000.0,18.52,2026-05-28T08:25:56Z
VST,2024,17224000000.0,2659000000.0,2485000000.0,43.689038550859266,23.69368323269856,17048000000.0,5570000000.0,47.74,2026-05-28T08:25:56Z
VST,2023,14779000000.0,1493000000.0,3777000000.0,37.35029433655863,18.336829284795993,14677000000.0,5307000000.0,28.13,2026-05-28T08:25:56Z
VST,2022,13728000000.0,-1227000000.0,-816000000.0,12.252331002331003,-8.03467365967366,13336000000.0,4902000000.0,-25.03,2026-05-28T08:25:56Z
VST,2021,,,,,,,,,2026-05-28T08:25:56Z
RKLB,2025,601799000.0,-198209000.0,-321806000.0,34.42694321525958,-38.02565308350462,253955000.0,1721854000.0,-11.51,2026-05-28T08:25:57Z
RKLB,2024,436214000.0,-190175000.0,-115983000.0,26.626609874969624,-43.510983141302205,468421000.0,382453000.0,-49.73,2026-05-28T08:25:57Z
RKLB,2023,244592000.0,-182571000.0,-153574000.0,21.018267155099103,-72.74072741545103,176688000.0,554544000.0,-32.92,2026-05-28T08:25:57Z
RKLB,2022,210996000.0,-135944000.0,-148950000.0,9.000170619348234,-64.0789398851163,152783000.0,673206000.0,-20.19,2026-05-28T08:25:57Z
RKLB,2021,,,,,,,,,2026-05-28T08:25:57Z
