ticker,short_name,currency,exchange,quote_type,sector,industry,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_book,profit_margins,revenue_growth,earnings_growth,last_close_5d,fifty_two_week_high,fifty_two_week_low,cik,sec_edgar_url,sec_company_search_url,regulatory_lookup_url,data_source
SAP,SAP  SE,USD,NYQ,EQUITY,Technology,Software - Application,199805452288.0,195427237888.0,23.216436,18.207876,3.780728,0.19584,0.06,0.093,169.479996,313.28,158.58,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SAP,,yfinance (indicative)
SRPT,"Sarepta Therapeutics, Inc.",USD,NMS,EQUITY,Healthcare,Biotechnology,1852862592.0,2246719744.0,50.142857,6.439445,1.230974,0.02979,-0.019,,17.549999,44.14,10.42,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SRPT,,yfinance (indicative)
SRT3.DE,SARTORIUS AG                  V,EUR,GER,EQUITY,Healthcare,Medical Instruments & Supplies,14148813824.0,19040014336.0,86.82204,32.028484,5.227174,0.04575,0.018,,204.899994,267.7,175.95,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SRT3.DE,https://www.google.com/search?q=SRT3.DE%20investor%20relations%20annual%20report,yfinance (indicative)
SATL,Satellogic Inc.,USD,NCM,EQUITY,Industrials,Aerospace & Defense,1458721920.0,1486545920.0,,-104.680855,22.06278,0.0,0.803,,9.84,9.9,1.255,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SATL,,yfinance (indicative)
SU.PA,SCHNEIDER ELECTRIC SE,EUR,PAR,EQUITY,Industrials,Specialty Industrial Machinery,148419084288.0,163817291776.0,33.09285,22.938412,6.127736,0.10368,0.042,-0.062,263.75,287.9,208.8,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SU.PA,https://www.google.com/search?q=SU.PA%20investor%20relations%20annual%20report,yfinance (indicative)
SDGR,"Schrodinger, Inc.",USD,NMS,EQUITY,Healthcare,Health Information Services,892912576.0,600961664.0,,-7.635782,2.418539,-0.40597,-0.016,,11.95,27.63,10.945,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SDGR,,yfinance (indicative)
SE,Sea Limited,USD,NYQ,EQUITY,Consumer Cyclical,Internet Retail,54039515136.0,47132024832.0,34.73622,16.995382,4.303903,0.06363,0.466,0.031,88.230003,199.3,77.05,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SE,,yfinance (indicative)
LAES,SEALSQ Corp,USD,NMS,EQUITY,Technology,Semiconductors,639361344.0,151503248.0,,-19.133331,1.237602,-1.87344,1.182,,2.87,8.71,1.99,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=LAES,,yfinance (indicative)
YSN.DE,SECUNET SECURITY NETWORKS AG  I,EUR,GER,EQUITY,Technology,Software - Infrastructure,1238262656.0,1171044224.0,37.165047,25.899864,7.413432,0.07267,0.095,0.052,191.399994,246.5,152.8,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=YSN.DE,https://www.google.com/search?q=YSN.DE%20investor%20relations%20annual%20report,yfinance (indicative)
SMTC,Semtech Corporation,USD,NMS,EQUITY,Technology,Semiconductors,12816280576.0,13116613632.0,,47.27168,23.202967,-0.03845,0.093,,137.639999,143.34,34.59,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SMTC,,yfinance (indicative)
S,"SentinelOne, Inc.",USD,NYQ,EQUITY,Technology,Software - Infrastructure,5757388800.0,5123394560.0,,35.357033,3.962397,-0.45016,0.202,,16.860001,21.4,11.81,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=S,,yfinance (indicative)
NOW,"ServiceNow, Inc.",USD,NYQ,EQUITY,Technology,Software - Application,98046451712.0,95295455232.0,56.589287,18.91722,8.360007,0.12586,0.221,0.023,95.07,211.478,81.24,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NOW,,yfinance (indicative)
SHEL,Shell PLC,USD,NYQ,EQUITY,Energy,Oil & Gas Integrated,237733478400.0,534853189632.0,13.29595,9.12866,1.399574,0.07014,0.007,0.266,85.360001,94.9,65.38,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SHEL,,yfinance (indicative)
SHOP,Shopify Inc.,USD,NMS,EQUITY,Technology,Software - Application,130128805888.0,124564807680.0,98.31373,43.197514,10.434964,0.10771,0.343,,100.279999,182.19,94.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SHOP,,yfinance (indicative)
SIDU,"Sidus Space, Inc.",USD,NCM,EQUITY,Industrials,Aerospace & Defense,324268096.0,240037680.0,,-16.708334,5.180879,0.0,0.507,,4.01,5.99,0.628,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SIDU,,yfinance (indicative)
SIE.DE,SIEMENS AG                    N,EUR,GER,EQUITY,Industrials,Specialty Industrial Machinery,198008176640.0,253828317184.0,26.873707,20.454618,3.092759,0.09688,-0.0,-0.086,259.600006,276.45,198.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SIE.DE,https://www.google.com/search?q=SIE.DE%20investor%20relations%20annual%20report,yfinance (indicative)
ENR.DE,Siemens Energy AG             N,EUR,GER,EQUITY,Industrials,Specialty Industrial Machinery,144252862464.0,138353754112.0,66.74803,29.122929,12.879064,0.05543,0.033,0.807,169.539993,191.66,75.14,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ENR.DE,https://www.google.com/search?q=ENR.DE%20investor%20relations%20annual%20report,yfinance (indicative)
SLAB,"Silicon Laboratories, Inc.",USD,NMS,EQUITY,Technology,Semiconductors,7143533056.0,6704676864.0,,52.206467,6.522027,-0.06134,0.201,,216.589996,218.68,115.51,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SLAB,,yfinance (indicative)
SITM,SiTime Corporation,USD,NGM,EQUITY,Technology,Semiconductors,20432728064.0,19647021056.0,,72.59989,17.607079,-0.06381,0.883,,774.059998,901.81,186.49,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SITM,,yfinance (indicative)
SWKS,"Skyworks Solutions, Inc.",USD,NMS,EQUITY,Technology,Semiconductors,10307320832.0,10075120640.0,28.554165,13.317165,1.784124,0.08931,-0.01,-0.449,68.529999,90.9,51.93,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SWKS,,yfinance (indicative)
SLB,SLB Limited,USD,NYQ,EQUITY,Energy,Oil & Gas Equipment & Services,82796298240.0,92149293056.0,24.396477,16.604004,3.026891,0.09263,0.027,-0.138,55.380001,57.2,31.64,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SLB,,yfinance (indicative)
SN.L,SMITH & NEPHEW PLC ORD USD0.20,GBp,LSE,EQUITY,Healthcare,Medical Devices,9492578304.0,12219350016.0,20.981133,11.930624,2.418171,0.1014,0.074,0.704,1112.0,1441.5,1051.474,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SN.L,https://www.google.com/search?q=SN%20site%3Alondonstockexchange.com,yfinance (indicative)
SMIN.L,SMITHS GROUP PLC ORD 37.5P,GBp,LSE,EQUITY,Industrials,Specialty Industrial Machinery,7511283712.0,8941563904.0,33.635136,20.245155,4.851852,0.08706,-0.01,-0.174,2489.0,2746.275,2032.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SMIN.L,https://www.google.com/search?q=SMIN%20site%3Alondonstockexchange.com,yfinance (indicative)
SNOW,Snowflake Inc.,USD,NYQ,EQUITY,Technology,Software - Application,54437380096.0,53085974528.0,,64.97038,28.144773,-0.28429,0.301,,157.470001,280.67,118.3,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SNOW,,yfinance (indicative)
SOFI,"SoFi Technologies, Inc.",USD,NMS,EQUITY,Financial Services,Credit Services,20023590912.0,18375397376.0,34.68889,19.948881,1.850184,0.14761,0.425,1.012,15.61,32.73,12.74,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SOFI,,yfinance (indicative)
SOITEC.PA,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SOITEC.PA,https://www.google.com/search?q=SOITEC.PA%20investor%20relations%20annual%20report,yfinance (indicative)
SEDG,"SolarEdge Technologies, Inc.",USD,NMS,EQUITY,Technology,Solar,3756131840.0,3618829056.0,,39.2658,8.7207,-0.28561,0.415,,61.759998,63.53,13.73,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SEDG,,yfinance (indicative)
SLDP,"Solid Power, Inc.",USD,NMS,EQUITY,Consumer Cyclical,Auto Parts,647953088.0,400523040.0,,-6.400001,1.393998,0.0,-0.589,,2.88,8.86,1.27,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SLDP,,yfinance (indicative)
6758.T,SONY GROUP CORPORATION,JPY,JPX,EQUITY,Technology,Consumer Electronics,21127227244544.0,20981185773568.0,20.876877,19.519651,2.602018,-0.02619,0.154,-0.575,3576.0,4776.0,3043.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=6758.T,,yfinance (indicative)
SONY,Sony Group Corporation,USD,NYQ,EQUITY,Technology,Consumer Electronics,131808845824.0,-12831943680.0,20.467888,18.747898,2.552839,-0.02619,0.154,-0.575,22.309999,30.34,19.63,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SONY,,yfinance (indicative)
SO,Southern Company (The),USD,NYQ,EQUITY,Utilities,Utilities - Regulated Electric,104331722752.0,182145712128.0,23.670076,18.818663,2.810507,0.14459,0.08,-0.008,92.550003,100.84,83.8,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SO,,yfinance (indicative)
LUV,Southwest Airlines Company,USD,NYQ,EQUITY,Industrials,Airlines,18817787904.0,21885788160.0,25.666666,8.553142,2.48708,0.02829,0.128,,38.5,55.11,28.98,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=LUV,,yfinance (indicative)
SPX.L,SPIRAX GROUP PLC ORD 26 12/13P,GBp,LSE,EQUITY,Industrials,Specialty Industrial Machinery,5102985216.0,5754627584.0,31.289593,19.301786,4.172701,0.09595,0.051,0.008,6915.0,8050.0,5535.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SPX.L,https://www.google.com/search?q=SPX%20site%3Alondonstockexchange.com,yfinance (indicative)
SPIR,"Spire Global, Inc.",USD,NYQ,EQUITY,Industrials,Specialty Business Services,774618112.0,736927104.0,12.584906,-80.04,5.866315,0.77116,-0.337,,20.01,23.59,6.6,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SPIR,,yfinance (indicative)
SQ,,,,NONE,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SQ,,yfinance (indicative)
SSE.L,SSE PLC ORD 50P,GBp,LSE,EQUITY,Utilities,Utilities - Diversified,27374446592.0,35860885504.0,26.103447,12.408818,2.528953,0.09309,0.039,-0.445,2271.0,2767.5,1597.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SSE.L,https://www.google.com/search?q=SSE%20site%3Alondonstockexchange.com,yfinance (indicative)
SWK,"Stanley Black & Decker, Inc.",USD,NYQ,EQUITY,Industrials,Tools & Accessories,11680930816.0,18313732096.0,30.79508,12.161272,1.286578,0.02436,0.027,-0.348,75.139999,93.37,61.9,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SWK,,yfinance (indicative)
STEM,"Stem, Inc.",USD,NYQ,EQUITY,Utilities,Utilities - Renewable,78373336.0,407687808.0,,-1.505524,-0.297801,0.94162,-0.108,,8.75,32.23,5.925,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=STEM,,yfinance (indicative)
STM,STMicroelectronics N.V.,USD,NYQ,EQUITY,Technology,Semiconductors,54580846592.0,53195845632.0,383.8125,27.538116,3.071883,0.01188,0.23,-0.333,61.41,65.31,21.11,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=STM,,yfinance (indicative)
STMN.SW,STRAUMANN N,CHF,EBS,EQUITY,Healthcare,Medical Instruments & Supplies,13333276672.0,13266876416.0,37.497757,23.037209,6.171218,0.13661,0.022,-0.253,83.620003,112.65,73.02,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=STMN.SW,https://www.google.com/search?q=STMN.SW%20investor%20relations%20annual%20report,yfinance (indicative)
SYK,Stryker Corporation,USD,NYQ,EQUITY,Healthcare,Medical Devices,117599756288.0,129868750848.0,35.463585,18.355389,5.233562,0.13205,0.026,0.142,306.76001,404.87,281.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SYK,,yfinance (indicative)
SU,Suncor Energy  Inc.,USD,NYQ,EQUITY,Energy,Oil & Gas Integrated,80633094144.0,92174090240.0,17.783855,12.953687,2.475949,0.12394,0.175,0.299,68.290001,70.29,34.67,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SU,,yfinance (indicative)
RUN,Sunrun Inc.,USD,NMS,EQUITY,Technology,Solar,3337304320.0,19145922560.0,6.568075,17.476141,1.043329,0.17877,0.432,2.144,13.99,22.44,5.38,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RUN,,yfinance (indicative)
SMCI,"Super Micro Computer, Inc.",USD,NMS,EQUITY,Technology,Computer Hardware,18668029952.0,26514313216.0,16.336843,9.639662,2.464079,0.03701,1.227,3.26,31.040001,62.36,19.48,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SMCI,,yfinance (indicative)
SWTX,,,,NONE,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SWTX,,yfinance (indicative)
SXS.L,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SXS.L,https://www.google.com/search?q=SXS%20site%3Alondonstockexchange.com,yfinance (indicative)
SNPS,"Synopsys, Inc.",USD,NMS,EQUITY,Technology,Software - Infrastructure,96244596736.0,104908840960.0,76.94028,29.457893,3.148666,0.13756,0.655,-0.82,502.420013,651.73,376.18,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SNPS,,yfinance (indicative)
TMUS,"T-Mobile US, Inc.",USD,NMS,EQUITY,Communication Services,Telecom Services,200445952000.0,319059951616.0,19.683315,13.277952,3.463092,0.11646,0.106,-0.12,185.220001,261.56,181.36,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TMUS,,yfinance (indicative)
TSM,Taiwan Semiconductor Manufactur,USD,NYQ,EQUITY,Technology,Semiconductors,2097120935936.0,8237955940352.0,34.708157,20.95927,89.48858,0.46505,0.351,0.584,404.350006,421.97,188.81,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TSM,,yfinance (indicative)
TTWO,"Take-Two Interactive Software, ",USD,NMS,EQUITY,Communication Services,Electronic Gaming & Multimedia,44893937664.0,46046236672.0,,30.601683,12.837702,-0.60449,0.249,,242.440002,264.79,187.63,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TTWO,,yfinance (indicative)
TRGP,"Targa Resources, Inc.",USD,NYQ,EQUITY,Energy,Oil & Gas Midstream,58380992512.0,77545193472.0,27.78243,22.763336,19.030926,0.12874,-0.102,1.429,271.98999,273.11,144.14,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TRGP,,yfinance (indicative)
TRP,TC Energy Corporation,USD,NYQ,EQUITY,Energy,Oil & Gas Midstream,71090167808.0,140459999232.0,27.62753,24.229433,3.94399,0.22227,0.066,-0.085,68.239998,68.3,46.29,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TRP,,yfinance (indicative)
FTI,TechnipFMC plc,USD,NYQ,EQUITY,Energy,Oil & Gas Equipment & Services,28419469312.0,28770670592.0,27.310345,20.524456,8.490768,0.1062,0.116,0.939,71.279999,77.78,28.87,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=FTI,,yfinance (indicative)
TDOC,"Teladoc Health, Inc.",USD,NYQ,EQUITY,Healthcare,Health Information Services,1148063232.0,1435375232.0,,-9.822394,0.818427,-0.06807,-0.025,,6.36,9.77,4.4,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TDOC,,yfinance (indicative)
TDY,Teledyne Technologies Incorpora,USD,NYQ,EQUITY,Technology,Scientific & Technical Instruments,28565618688.0,30520520704.0,31.250889,23.683535,2.708515,0.14987,0.076,0.216,616.580017,693.38,483.02,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TDY,,yfinance (indicative)
TSAT,Telesat Corporation,USD,NMS,EQUITY,Technology,Communication Equipment,2672197888.0,5114881024.0,,-7.13443,2.022244,-0.47728,-0.254,,52.009998,55.83,15.42,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TSAT,,yfinance (indicative)
TENB,"Tenable Holdings, Inc.",USD,NMS,EQUITY,Technology,Software - Infrastructure,2369744640.0,2431283712.0,,9.921147,7.800363,-0.01151,0.096,,21.49,35.69,15.73,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TENB,,yfinance (indicative)
TER,"Teradyne, Inc.",USD,NMS,EQUITY,Technology,Semiconductor Equipment & Materials,52892467200.0,52729266176.0,62.454716,35.51689,18.864386,0.22553,0.87,3.148,337.880005,422.11,75.99,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TER,,yfinance (indicative)
TXN,Texas Instruments Incorporated,USD,NMS,EQUITY,Technology,Semiconductors,275512393728.0,284459401216.0,51.83733,32.11376,16.4197,0.29108,0.186,0.313,302.730011,310.29,152.73,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TXN,,yfinance (indicative)
TXT,Textron Inc.,USD,NYQ,EQUITY,Industrials,Aerospace & Defense,15436124160.0,18142124032.0,16.94084,12.158658,1.928692,0.0615,0.118,0.106,88.769997,101.57,72.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TXT,,yfinance (indicative)
HO.PA,THALES,EUR,PAR,EQUITY,Industrials,Aerospace & Defense,45082636288.0,46739447808.0,26.953316,17.986673,5.657556,0.07564,0.071,1.512,219.399994,279.3,216.2,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=HO.PA,https://www.google.com/search?q=HO.PA%20investor%20relations%20annual%20report,yfinance (indicative)
CI,The Cigna Group,USD,NYQ,EQUITY,Healthcare,Healthcare Plans,75463155712.0,98743156736.0,11.846761,8.503596,1.788258,0.02263,0.046,0.291,285.269989,338.89,239.51,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CI,,yfinance (indicative)
TTD,"The Trade Desk, Inc.",USD,NGM,EQUITY,Communication Services,Advertising Agencies,9942791168.0,8960451584.0,24.03409,9.691521,4.051724,0.14571,0.118,-0.2,21.15,91.45,19.74,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TTD,,yfinance (indicative)
WISE,Themes Generative Artificial In,USD,NGM,ETF,,,,,40.44998,,,,,,38.470001,48.91,30.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WISE,,yfinance (indicative)
TMO,Thermo Fisher Scientific Inc,USD,NYQ,EQUITY,Healthcare,Diagnostics & Research,162896560128.0,202929553408.0,24.097855,16.045395,3.087858,0.15151,0.062,0.113,438.339996,643.99,385.46,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TMO,,yfinance (indicative)
TTE,TotalEnergies SE,USD,NYQ,EQUITY,Energy,Oil & Gas Integrated,205277970432.0,233960128512.0,13.691395,8.88526,1.721289,0.08201,0.034,0.571,92.279999,93.67,57.26,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TTE,,yfinance (indicative)
TT,Trane Technologies plc,USD,NYQ,EQUITY,Industrials,Building Products & Equipment,103144480768.0,106707886080.0,35.591152,27.390682,12.045332,0.13415,0.06,-0.021,466.600006,503.47,348.06,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TT,,yfinance (indicative)
RIG,Transocean Ltd (Switzerland),USD,NYQ,EQUITY,Energy,Oil & Gas Drilling,7859746304.0,12803745792.0,,25.500778,0.951351,-0.66787,0.193,,7.04,7.14,2.34,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RIG,,yfinance (indicative)
TRMB,Trimble Inc.,USD,NMS,EQUITY,Technology,Scientific & Technical Instruments,12851438592.0,14030138368.0,28.863876,13.550348,2.229276,0.12375,0.118,0.556,55.130001,87.5,54.6,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TRMB,,yfinance (indicative)
TTMI,"TTM Technologies, Inc.",USD,NMS,EQUITY,Technology,Electronic Components,17379307520.0,18014337024.0,90.95109,33.253853,9.816977,0.06291,0.304,0.516,167.350006,180.0,28.12,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TTMI,,yfinance (indicative)
TWST,Twist Bioscience Corporation,USD,NMS,EQUITY,Healthcare,Diagnostics & Research,3061880320.0,3001050624.0,,-23.985365,6.715378,-0.19849,0.193,,49.169998,66.06,23.3,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TWST,,yfinance (indicative)
UBER,"Uber Technologies, Inc.",USD,NYQ,EQUITY,Technology,Software - Application,152853118976.0,160242122752.0,18.632753,17.325594,5.742143,0.15907,0.145,-0.846,75.089996,101.99,68.46,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=UBER,,yfinance (indicative)
UCB.BR,UCB,EUR,BRU,EQUITY,Healthcare,Biotechnology,45115641856.0,44997644288.0,29.514322,17.433277,4.151631,0.20127,0.266,0.263,237.0,289.5,152.95,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=UCB.BR,,yfinance (indicative)
PATH,"UiPath, Inc.",USD,NYQ,EQUITY,Technology,Software - Infrastructure,5344953856.0,3989437696.0,19.750002,11.412887,2.648273,0.1753,0.136,1.057,10.27,19.84,9.2,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PATH,,yfinance (indicative)
UNP,Union Pacific Corporation,USD,NYQ,EQUITY,Industrials,Railroads,160635043840.0,191105040384.0,22.268312,19.769758,8.691574,0.29202,0.032,0.062,270.559998,274.79,210.84,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=UNP,,yfinance (indicative)
UAL,"United Airlines Holdings, Inc.",USD,NMS,EQUITY,Industrials,Airlines,30136299520.0,46940299264.0,8.305009,6.596236,1.898424,0.06061,0.106,0.845,92.849998,119.21,71.55,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=UAL,,yfinance (indicative)
UPS,"United Parcel Service, Inc.",USD,NYQ,EQUITY,Industrials,Integrated Freight & Logistics,84091117568.0,106979123200.0,16.008091,12.362602,5.176058,0.05943,-0.016,-0.272,98.93,122.41,82.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=UPS,,yfinance (indicative)
UNH,UnitedHealth Group Incorporated,USD,NYQ,EQUITY,Healthcare,Healthcare Plans,357672681472.0,411798667264.0,29.679728,18.967167,3.791613,0.02678,0.02,0.007,393.850006,404.15,234.6,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=UNH,,yfinance (indicative)
U,Unity Software Inc.,USD,NYQ,EQUITY,Technology,Software - Application,11856290816.0,12300268544.0,,20.405558,3.631501,-0.34986,0.168,,27.16,52.15,16.78,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=U,,yfinance (indicative)
OLED,Universal Display Corporation,USD,NMS,EQUITY,Technology,Electronic Components,4331002368.0,3836709632.0,20.632517,18.578384,2.541703,0.3408,-0.145,-0.437,92.639999,163.21,83.64,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=OLED,,yfinance (indicative)
UEIC,Universal Electronics Inc.,USD,NMS,EQUITY,Technology,Consumer Electronics,50773812.0,51430816.0,,6.184616,0.755071,-0.05537,-0.144,,4.02,7.5,2.69,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=UEIC,,yfinance (indicative)
URG,Ur Energy Inc,USD,ASE,EQUITY,Energy,Uranium,659570816.0,652343104.0,,26.56,8.097561,-2.75289,-0.539,,1.66,2.35,0.67,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=URG,,yfinance (indicative)
UEC,Uranium Energy Corp.,USD,ASE,EQUITY,Energy,Uranium,6691513344.0,6207023616.0,,-818.83624,4.726454,0.0,-0.594,,13.65,20.34,5.03,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=UEC,,yfinance (indicative)
VAL,Valaris Limited,USD,NYQ,EQUITY,Energy,Oil & Gas Drilling,7301214720.0,7878014976.0,7.450883,14.726773,2.301814,0.45367,-0.25,,105.43,105.52,35.2,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VAL,,yfinance (indicative)
VLO,Valero Energy Corporation,USD,NYQ,EQUITY,Energy,Oil & Gas Refining & Marketing,74452926464.0,83274924032.0,18.31556,13.44206,3.159367,0.03569,0.066,,250.740005,258.43,125.1,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VLO,,yfinance (indicative)
VMI,"Valmont Industries, Inc.",USD,NYQ,EQUITY,Industrials,Conglomerates,9837868032.0,10615077888.0,28.168427,19.975136,6.062908,0.08911,0.062,0.275,506.75,528.49,305.07,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VMI,,yfinance (indicative)
VAT.SW,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VAT.SW,https://www.google.com/search?q=VAT.SW%20investor%20relations%20annual%20report,yfinance (indicative)
VEEV,Veeva Systems Inc.,USD,NYQ,EQUITY,Healthcare,Health Information Services,25925746688.0,19481796608.0,29.255987,16.072474,3.606193,0.28445,0.16,0.232,158.860001,310.5,148.05,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VEEV,,yfinance (indicative)
VZ,Verizon Communications Inc.,USD,NYQ,EQUITY,Communication Services,Telecom Services,193620656128.0,387453681664.0,11.309756,8.792539,1.872022,0.12462,0.029,0.043,46.369999,51.68,38.39,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VZ,,yfinance (indicative)
VRTX,Vertex Pharmaceuticals Incorpor,USD,NMS,EQUITY,Healthcare,Biotechnology,110900281344.0,105640075264.0,25.901007,20.265053,5.735833,0.35507,0.078,0.614,436.950012,507.92,362.5,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VRTX,,yfinance (indicative)
VRT,"Vertiv Holdings, LLC",USD,NYQ,EQUITY,Industrials,Electrical Equipment & Parts,142481326080.0,143245721600.0,93.43577,42.09535,36.003105,0.14372,0.301,1.357,370.940002,379.935,101.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VRT,,yfinance (indicative)
VERV,,,,NONE,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VERV,,yfinance (indicative)
VWS.CO,Vestas Wind Systems A/S,DKK,CPH,EQUITY,Industrials,Specialty Industrial Machinery,187745107968.0,195240493056.0,30.015722,17.834656,6.707577,0.04425,0.144,15.162,190.899994,203.0,93.2,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VWS.CO,,yfinance (indicative)
VSAT,"ViaSat, Inc.",USD,NMS,EQUITY,Technology,Communication Equipment,9440282624.0,14939280384.0,,232.6983,2.065625,-0.07343,0.03,,69.5,75.14,8.61,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VSAT,,yfinance (indicative)
SPCE,"Virgin Galactic Holdings, Inc.",USD,NYQ,EQUITY,Industrials,Aerospace & Defense,282920448.0,382765472.0,,-8.184546,0.752141,0.0,-0.508,,2.81,5.59,2.13,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SPCE,,yfinance (indicative)
VSH,"Vishay Intertechnology, Inc.",USD,NYQ,EQUITY,Technology,Semiconductors,5067219968.0,5689385984.0,3723.0,26.564016,2.417376,0.00071,0.173,,37.23,40.07,11.77,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VSH,,yfinance (indicative)
