ticker,short_name,currency,exchange,quote_type,sector,industry,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_book,profit_margins,revenue_growth,earnings_growth,last_close_5d,fifty_two_week_high,fifty_two_week_low,cik,sec_edgar_url,sec_company_search_url,regulatory_lookup_url,data_source
MNDY,monday.com Ltd.,USD,NMS,EQUITY,Technology,Software - Application,3710158848.0,2421154560.0,31.427948,13.196764,2.930733,0.09174,0.245,0.096,71.970001,316.98,57.5,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=MNDY,,yfinance (indicative)
MDB,"MongoDB, Inc.",USD,NGM,EQUITY,Technology,Software - Infrastructure,25088151552.0,22763741184.0,,44.074272,8.510592,-0.02888,0.267,0.022,312.160004,444.72,182.43,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=MDB,,yfinance (indicative)
MPWR,"Monolithic Power Systems, Inc.",USD,NMS,EQUITY,Technology,Semiconductors,76152479744.0,74805338112.0,111.11255,51.39518,20.707798,0.22984,0.261,0.395,1550.02002,1675.42,643.36,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=MPWR,,yfinance (indicative)
MCO,Moody's Corporation,USD,NYQ,EQUITY,Financial Services,Financial Data & Stock Exchanges,74918723584.0,80960724992.0,30.767576,23.05537,25.023338,0.31691,0.081,0.078,428.899994,546.88,402.28,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=MCO,,yfinance (indicative)
MS,Morgan Stanley,USD,NYQ,EQUITY,Financial Services,Capital Markets,303643099136.0,230698106880.0,17.45331,15.154807,2.908973,0.24753,0.163,0.319,192.509995,197.5,123.88,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=MS,,yfinance (indicative)
MPLX,MPLX LP,USD,NYQ,EQUITY,Energy,Oil & Gas Midstream,55576965120.0,80430964736.0,11.854979,11.111946,3.889915,0.40034,-0.028,-0.184,54.77,59.98,47.8,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=MPLX,,yfinance (indicative)
MSCI,MSCI Inc.,USD,NYQ,EQUITY,Financial Services,Financial Data & Stock Exchanges,40852541440.0,47084314624.0,32.04335,25.015999,-14.761516,0.40738,0.141,0.491,561.719971,626.28,501.08,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=MSCI,,yfinance (indicative)
NGG,"National Grid Transco, PLC Nati",USD,NYQ,EQUITY,Utilities,Utilities - Regulated Electric,80245620736.0,445434232832.0,19.862068,12.396503,8.065299,0.18324,0.02,0.144,80.639999,94.64,67.52,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NGG,,yfinance (indicative)
NVTS,Navitas Semiconductor Corporati,USD,NGM,EQUITY,Technology,Semiconductors,4982764544.0,4768094720.0,,-148.55072,11.772501,0.0,-0.387,,21.32,23.82,1.88,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NVTS,,yfinance (indicative)
NCC.L,NCC GROUP PLC ORD 1P,GBp,LSE,EQUITY,Technology,Software - Infrastructure,384321696.0,432685792.0,,24.17544,2.04451,0.07158,,,137.800003,168.2,107.2,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NCC.L,https://www.google.com/search?q=NCC%20site%3Alondonstockexchange.com,yfinance (indicative)
NBIS,Nebius Group N.V.,USD,NMS,EQUITY,Communication Services,Internet Content & Information,55842369536.0,56513536000.0,84.59231,608.88104,12.216174,0.93086,6.215,,219.940002,233.73,34.72,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NBIS,,yfinance (indicative)
NEOEN.PA,,,,NONE,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NEOEN.PA,https://www.google.com/search?q=NEOEN.PA%20investor%20relations%20annual%20report,yfinance (indicative)
NEP,,,,NONE,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NEP,,yfinance (indicative)
NFLX,"Netflix, Inc.",USD,NMS,EQUITY,Communication Services,Entertainment,366423670784.0,371051102208.0,28.070967,22.644533,11.776965,0.28521,0.162,0.864,87.019997,134.115,75.01,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NFLX,,yfinance (indicative)
NEX.PA,NEXANS,EUR,PAR,EQUITY,Industrials,Electrical Equipment & Parts,7146772992.0,7418178048.0,34.399998,17.945158,3.575492,0.04507,,,163.399994,169.0,94.7,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NEX.PA,https://www.google.com/search?q=NEX.PA%20investor%20relations%20annual%20report,yfinance (indicative)
NEE,"NextEra Energy, Inc.",USD,NYQ,EQUITY,Utilities,Utilities - Regulated Electric,194687483904.0,308502462464.0,23.69543,21.263996,3.525547,0.29369,0.073,1.6,93.360001,98.75,63.88,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NEE,,yfinance (indicative)
LASR,"nLIGHT, Inc.",USD,NMS,EQUITY,Technology,Semiconductors,4265062400.0,3968051456.0,,111.92196,9.533476,-0.05082,0.552,,75.610001,86.95,12.17,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=LASR,,yfinance (indicative)
NDX1.DE,Nordex SE                     I,EUR,GER,EQUITY,Industrials,Specialty Industrial Machinery,10724521984.0,9361422336.0,34.045113,19.576138,8.049778,0.04156,0.106,6.333,45.279999,51.7,16.36,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NDX1.DE,https://www.google.com/search?q=NDX1.DE%20investor%20relations%20annual%20report,yfinance (indicative)
NOD.OL,NORDIC SEMICONDUCTOR,NOK,OSL,EQUITY,Technology,Semiconductors,40281968640.0,40271130624.0,175.86208,44.414642,6.3788,0.03669,0.241,7.848,204.0,204.6,118.7,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NOD.OL,,yfinance (indicative)
NDSN,Nordson Corporation,USD,NMS,EQUITY,Industrials,Specialty Industrial Machinery,15333795840.0,17296680960.0,29.78115,22.284468,4.927136,0.18386,0.088,0.442,274.880005,305.28,191.99,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NDSN,,yfinance (indicative)
NSC,Norfolk Southern Corporation,USD,NYQ,EQUITY,Industrials,Railroads,70960480256.0,87254474752.0,26.59512,23.368462,4.490031,0.21912,0.002,-0.266,315.950012,323.37,236.37,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NSC,,yfinance (indicative)
NOC,Northrop Grumman Corporation,USD,NYQ,EQUITY,Industrials,Aerospace & Defense,76796076032.0,92280078336.0,16.94953,17.913668,4.487054,0.10801,0.044,0.849,540.690002,774.0,468.29,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NOC,,yfinance (indicative)
NOV,NOV Inc.,USD,NYQ,EQUITY,Energy,Oil & Gas Equipment & Services,7310558720.0,8363558400.0,81.48,15.541432,1.181349,0.01047,-0.024,-0.737,20.370001,20.93,11.65,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NOV,,yfinance (indicative)
NVMI,Nova Ltd.,USD,NMS,EQUITY,Technology,Semiconductor Equipment & Materials,16194106368.0,15887505408.0,63.723404,40.0998,12.274591,0.29213,0.103,0.005,509.149994,565.0,179.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NVMI,,yfinance (indicative)
NVS,Novartis AG,USD,NYQ,EQUITY,Healthcare,Drug Manufacturers - General,282550239232.0,323071246336.0,21.245338,14.8757,6.125336,0.23921,-0.007,-0.093,148.080002,170.46,109.29,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NVS,,yfinance (indicative)
NOVN.SW,NOVARTIS N,CHF,EBS,EQUITY,Healthcare,Drug Manufacturers - General,222636163072.0,263157170176.0,21.369963,15.313045,6.13522,0.23921,-0.007,-0.093,116.68,131.0,91.06,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NOVN.SW,https://www.google.com/search?q=NOVN.SW%20investor%20relations%20annual%20report,yfinance (indicative)
NVAX,"Novavax, Inc.",USD,NMS,EQUITY,Healthcare,Biotechnology,1489809408.0,994535360.0,,-16.697077,-11.526718,-0.14729,-0.791,,9.06,11.97,6.13,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NVAX,,yfinance (indicative)
NVO,Novo Nordisk A/S,USD,NYQ,EQUITY,Healthcare,Drug Manufacturers - General,198325764096.0,323515383808.0,10.404651,13.285913,6.273559,0.37205,0.24,0.671,44.740002,81.44,35.12,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NVO,,yfinance (indicative)
NRG,"NRG Energy, Inc.",USD,NYQ,EQUITY,Utilities,Utilities - Independent Power Producers,26966179840.0,50796179456.0,140.45055,11.198446,23.598597,0.00738,0.195,-0.856,127.809998,189.96,127.64,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NRG,,yfinance (indicative)
NU,Nu Holdings Ltd.,USD,NYQ,EQUITY,Financial Services,Banks - Regional,59264622592.0,49508474880.0,18.753847,10.482143,5.24301,0.41924,0.437,0.559,12.19,18.98,11.71,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NU,,yfinance (indicative)
SMR,NuScale Power Corporation,USD,NYQ,EQUITY,Industrials,Specialty Industrial Machinery,3886767872.0,2945345024.0,,-18.330503,3.059945,0.0,-0.958,,11.23,57.42,8.85,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SMR,,yfinance (indicative)
NVDA,NVIDIA Corporation,USD,NMS,EQUITY,Technology,Semiconductors,5457368842240.0,5424132128768.0,46.077713,19.820166,34.814587,0.55603,0.732,0.956,225.320007,236.54,129.16,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NVDA,,yfinance (indicative)
OXY,Occidental Petroleum Corporatio,USD,NYQ,EQUITY,Energy,Oil & Gas E&P,59300118528.0,81015119872.0,80.567566,16.087078,1.928389,0.22421,-0.083,3.156,59.619999,67.45,38.8,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=OXY,,yfinance (indicative)
OKLO,Oklo Inc.,USD,NYQ,EQUITY,Utilities,Utilities - Independent Power Producers,10830939136.0,8624950272.0,,-71.72899,6.768512,0.0,,,62.25,193.84,34.88,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=OKLO,,yfinance (indicative)
OKTA,"Okta, Inc.",USD,NMS,EQUITY,Technology,Software - Infrastructure,14513425408.0,12539014144.0,63.183205,19.549442,2.097408,0.08051,0.116,1.708,82.769997,127.522,62.66,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=OKTA,,yfinance (indicative)
ON,ON Semiconductor Corporation,USD,NMS,EQUITY,Technology,Semiconductors,43977531392.0,45189468160.0,83.16912,26.518652,6.070413,0.09462,0.047,,113.110001,119.1,40.62,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ON,,yfinance (indicative)
ONDAS,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ONDAS,,yfinance (indicative)
OKE,"ONEOK, Inc.",USD,NYQ,EQUITY,Energy,Oil & Gas Midstream,58164629504.0,91775631360.0,16.456327,14.903495,2.601589,0.1003,0.196,0.18,92.32,95.3,64.02,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=OKE,,yfinance (indicative)
ONTO,Onto Innovation Inc.,USD,NYQ,EQUITY,Technology,Semiconductor Equipment & Materials,13518809088.0,12864645120.0,126.40464,28.611673,6.430143,0.10325,0.095,-0.485,271.769989,316.0,89.4,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ONTO,,yfinance (indicative)
ORCL,Oracle Corporation,USD,NYQ,EQUITY,Technology,Software - Infrastructure,554933092352.0,683476058112.0,34.578854,24.021133,16.539516,0.25298,0.217,0.245,192.949997,345.72,134.57,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ORCL,,yfinance (indicative)
ORSTED.CO,ORSTED A/S,DKK,CPH,EQUITY,Utilities,Utilities - Renewable,214738632704.0,242763628544.0,,16.938343,1.658487,0.00211,0.334,-0.849,162.550003,327.5,102.82325,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ORSTED.CO,,yfinance (indicative)
OTIS,Otis Worldwide Corporation,USD,NYQ,EQUITY,Industrials,Specialty Industrial Machinery,27247679488.0,34876678144.0,18.88564,15.03968,-4.822083,0.10111,0.064,0.426,71.010002,101.42,70.65,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=OTIS,,yfinance (indicative)
OXIG.L,OXFORD INSTRUMENTS PLC ORD 5P,GBp,LSE,EQUITY,Technology,Scientific & Technical Instruments,1632573184.0,1695724032.0,109.481476,26.807415,4.87226,0.02885,-0.092,-0.499,2956.0,3100.0,1682.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=OXIG.L,https://www.google.com/search?q=OXIG%20site%3Alondonstockexchange.com,yfinance (indicative)
PACB,Pacific Biosciences of Californ,USD,NMS,EQUITY,Healthcare,Medical Devices,347873888.0,778299904.0,,-2.783784,140.0,-0.80345,0.001,,1.12,2.73,0.85,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PACB,,yfinance (indicative)
PCG,Pacific Gas & Electric Co.,USD,NYQ,EQUITY,Utilities,Utilities - Regulated Electric,35521880064.0,99162882048.0,12.503876,8.948533,1.145109,0.11009,0.15,0.398,16.129999,19.16,12.97,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PCG,,yfinance (indicative)
PD,"PagerDuty, Inc.",USD,NYQ,EQUITY,Technology,Software - Application,518916480.0,533412768.0,3.620321,4.905797,2.258926,0.35297,0.027,,6.77,18.0,5.7,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PD,,yfinance (indicative)
PLTR,Palantir Technologies Inc.,USD,NMS,EQUITY,Technology,Software - Infrastructure,321215856640.0,313508003840.0,152.26137,64.897514,43.3765,0.43673,0.847,3.25,133.990005,207.52,118.93,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PLTR,,yfinance (indicative)
PANW,"Palo Alto Networks, Inc.",USD,NMS,EQUITY,Technology,Software - Infrastructure,196935139328.0,194072281088.0,134.90556,61.164707,18.174538,0.12957,0.149,0.605,242.830002,245.8,139.57,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PANW,,yfinance (indicative)
PH,Parker-Hannifin Corporation,USD,NYQ,EQUITY,Industrials,Specialty Industrial Machinery,108777250816.0,117891252224.0,31.846437,25.346527,7.608766,0.16582,0.106,-0.042,862.719971,1034.96,637.21,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PH,,yfinance (indicative)
PYPL,"PayPal Holdings, Inc.",USD,NMS,EQUITY,Financial Services,Credit Services,39174303744.0,41502306304.0,8.332083,7.681676,2.017078,0.14997,0.072,-0.062,44.41,79.5,38.46,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PYPL,,yfinance (indicative)
PDD,PDD Holdings Inc.,USD,NMS,EQUITY,Consumer Cyclical,Internet Retail,136404090880.0,128686858240.0,9.859054,6.782722,2.242195,0.22657,0.12,-0.164,95.830002,139.41,93.81,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PDD,,yfinance (indicative)
PNR,Pentair plc.,USD,NYQ,EQUITY,Industrials,Specialty Industrial Machinery,11745489920.0,13759390720.0,18.261307,12.495767,3.066279,0.15975,0.026,0.13,72.68,113.95,72.6,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PNR,,yfinance (indicative)
PFE,"Pfizer, Inc.",USD,NYQ,EQUITY,Healthcare,Drug Manufacturers - General,144366927872.0,196319920128.0,19.335878,8.934618,1.665461,0.11831,0.054,-0.101,25.33,28.75,22.64,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PFE,,yfinance (indicative)
PSX,Phillips 66,USD,NYQ,EQUITY,Energy,Oil & Gas Refining & Marketing,70644744192.0,93771751424.0,17.42829,11.151813,2.429473,0.03066,0.069,-0.568,176.199997,190.61,109.75,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PSX,,yfinance (indicative)
PLAB,"Photronics, Inc.",USD,NMS,EQUITY,Technology,Semiconductor Equipment & Materials,2949498880.0,2751180032.0,21.37607,21.194916,2.399386,0.1583,0.061,0.088,50.02,56.0,16.59,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PLAB,,yfinance (indicative)
PL,Planet Labs PBC,USD,NYQ,EQUITY,Industrials,Aerospace & Defense,14833084416.0,14229112832.0,,-1849.7777,74.05694,-0.8022,0.411,,41.619999,43.45,3.47,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PL,,yfinance (indicative)
PLUG,"Plug Power, Inc.",USD,NCM,EQUITY,Industrials,Electrical Equipment & Parts,5273360896.0,6070491648.0,,-20.999998,7.026022,-2.27134,0.223,,3.78,4.58,0.74,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PLUG,,yfinance (indicative)
POWI,"Power Integrations, Inc.",USD,NMS,EQUITY,Technology,Semiconductors,4080931584.0,3823727616.0,244.13332,39.98122,6.023521,0.0372,0.026,-0.604,73.239998,81.59,30.86,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=POWI,,yfinance (indicative)
PPL,PPL Corporation,USD,NYQ,EQUITY,Utilities,Utilities - Regulated Electric,26241980416.0,45293981696.0,21.398773,16.477081,1.760372,0.13091,0.108,0.073,34.880001,40.11,33.17,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PPL,,yfinance (indicative)
PRY.MI,PRYSMIAN,EUR,MIL,EQUITY,Industrials,Electrical Equipment & Parts,43925200896.0,48010203136.0,32.585106,26.845718,6.360313,0.06626,0.101,0.534,153.149994,157.25,53.04,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PRY.MI,https://www.google.com/search?q=PRY.MI%20investor%20relations%20annual%20report,yfinance (indicative)
QRVO,"Qorvo, Inc.",USD,NMS,EQUITY,Technology,Semiconductors,8119261184.0,8506483200.0,25.483427,11.794202,2.311103,0.09215,-0.07,-0.056,92.25,106.3,73.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=QRVO,,yfinance (indicative)
QCOM,QUALCOMM Incorporated,USD,NMS,EQUITY,Technology,Semiconductors,212370472960.0,217841467392.0,21.64232,18.94385,7.822424,0.22308,-0.035,1.73,201.490005,247.9,121.99,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=QCOM,,yfinance (indicative)
QLYS,"Qualys, Inc.",USD,NMS,EQUITY,Technology,Software - Infrastructure,3170234880.0,2751117056.0,16.16158,10.897474,5.588527,0.29412,0.098,0.101,90.019997,155.47,74.51,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=QLYS,,yfinance (indicative)
PWR,"Quanta Services, Inc.",USD,NYQ,EQUITY,Industrials,Engineering & Construction,115544809472.0,121598074880.0,105.333786,46.9361,12.774829,0.03668,0.263,0.51,769.98999,788.75,320.56,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=PWR,,yfinance (indicative)
QUBT,Quantum Computing Inc.,USD,NCM,EQUITY,Technology,Computer Hardware,2369245184.0,1388578048.0,,-48.483868,1.483129,0.0,93.641,,10.505,25.84,6.18,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=QUBT,,yfinance (indicative)
QS,QuantumScape Corporation,USD,NMS,EQUITY,Consumer Cyclical,Auto Parts,4927312384.0,4091792128.0,,-12.964522,4.440133,0.0,,,8.01,19.07,3.8,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=QS,,yfinance (indicative)
DGX,Quest Diagnostics Incorporated,USD,NYQ,EQUITY,Healthcare,Diagnostics & Research,20657061888.0,27051061248.0,20.619888,15.989615,2.812086,0.0908,0.092,0.155,186.610001,213.5,164.65,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=DGX,,yfinance (indicative)
RMBS,"Rambus, Inc.",USD,NMS,EQUITY,Technology,Semiconductors,13738802176.0,12976066560.0,60.78948,34.946472,9.851129,0.31895,0.081,-0.018,127.050003,161.8,52.12,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RMBS,,yfinance (indicative)
RXRX,"Recursion Pharmaceuticals, Inc.",USD,NMS,EQUITY,Healthcare,Biotechnology,1555133312.0,970524224.0,,-3.334282,1.517348,0.0,-0.561,,2.93,7.18,2.8,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RXRX,,yfinance (indicative)
RDW,Redwire Corporation,USD,NYQ,EQUITY,Industrials,Aerospace & Defense,2796797184.0,2846642944.0,,-34.292683,2.531965,-0.809,0.579,,14.06,22.25,4.87,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RDW,,yfinance (indicative)
REGN,"Regeneron Pharmaceuticals, Inc.",USD,NMS,EQUITY,Healthcare,Biotechnology,73203851264.0,64991780864.0,17.034641,12.963447,2.291989,0.29648,0.19,-0.072,698.25,821.11,476.49,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=REGN,,yfinance (indicative)
RSW.L,RENISHAW PLC ORD 20P,GBp,LSE,EQUITY,Technology,Scientific & Technical Instruments,3625102592.0,3399403776.0,48.862747,27.02058,3.968469,0.10057,0.071,-0.21,4984.0,5295.0,2515.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RSW.L,https://www.google.com/search?q=RSW%20site%3Alondonstockexchange.com,yfinance (indicative)
RSG,"Republic Services, Inc.",USD,NYQ,EQUITY,Industrials,Waste Management,64092585984.0,78062583808.0,29.845274,25.845257,5.361197,0.12992,0.026,0.075,208.320007,258.75,196.41,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RSG,,yfinance (indicative)
RMD,ResMed Inc.,USD,NYQ,EQUITY,Healthcare,Medical Instruments & Supplies,29283983360.0,28466638848.0,19.44894,16.609474,4.652256,0.2744,0.108,0.105,201.880005,293.81,198.61,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RMD,,yfinance (indicative)
RHM.DE,RHEINMETALL AG                I,EUR,GER,EQUITY,Industrials,Aerospace & Defense,52127055872.0,53635059712.0,50.246746,20.410168,10.369698,0.07178,0.077,0.256,1120.0,2008.0,1099.2,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RHM.DE,https://www.google.com/search?q=RHM.DE%20investor%20relations%20annual%20report,yfinance (indicative)
RGTI,"Rigetti Computing, Inc.",USD,NCM,EQUITY,Technology,Computer Hardware,5933319168.0,5521855488.0,,-87.78833,10.165148,0.0,1.989,,17.85,58.15,10.3,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RGTI,,yfinance (indicative)
HOOD,"Robinhood Markets, Inc.",USD,NMS,EQUITY,Financial Services,Capital Markets,69464965120.0,64173961216.0,37.4466,28.51735,7.460348,0.41123,0.151,0.027,77.139999,153.86,59.68,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=HOOD,,yfinance (indicative)
RBLX,Roblox Corporation,USD,NYQ,EQUITY,Communication Services,Electronic Gaming & Multimedia,30679689216.0,29247688704.0,,-35.380764,76.929985,-0.2069,0.393,,42.849998,150.59,40.15,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RBLX,,yfinance (indicative)
ROG.SW,ROCHE GS,CHF,EBS,EQUITY,Healthcare,Drug Manufacturers - General,256427556864.0,278216572928.0,20.106049,14.823842,7.586206,0.2033,-0.004,1.713,322.799988,374.9,231.9,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ROG.SW,https://www.google.com/search?q=ROG.SW%20investor%20relations%20annual%20report,yfinance (indicative)
RKLB,Rocket Lab Corporation,USD,NMS,EQUITY,Industrials,Aerospace & Defense,72210759680.0,70966083584.0,,-14644.366,39.384468,-0.26872,0.635,,124.769997,133.18,23.92,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RKLB,,yfinance (indicative)
ROK,"Rockwell Automation, Inc.",USD,NYQ,EQUITY,Industrials,Specialty Industrial Machinery,49933070336.0,53618073600.0,46.501556,31.046978,14.282895,0.12358,0.119,0.396,448.73999,463.49,298.7,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ROK,,yfinance (indicative)
RR.L,ROLLS-ROYCE HOLDINGS PLC ORD SH,GBp,LSE,EQUITY,Industrials,Aerospace & Defense,94707408896.0,93609500672.0,16.521738,26.34559,34.969322,0.27543,0.166,0.041,1140.0,1420.0,802.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RR.L,https://www.google.com/search?q=RR%20site%3Alondonstockexchange.com,yfinance (indicative)
ROP,"Roper Technologies, Inc.",USD,NMS,EQUITY,Technology,Software - Application,32384380928.0,42465480704.0,20.043722,13.430953,1.720588,0.21123,0.113,0.592,320.899994,584.03,305.96,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ROP,,yfinance (indicative)
RCL,Royal Caribbean Cruises Ltd.,USD,NYQ,EQUITY,Consumer Cyclical,Travel Services,69808472064.0,91306467328.0,15.871343,13.008477,7.116026,0.24358,0.113,0.289,260.290009,366.5,232.6,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RCL,,yfinance (indicative)
RTX,RTX Corporation,USD,NYQ,EQUITY,Industrials,Aerospace & Defense,230525255680.0,264396275712.0,32.17669,22.653973,3.521715,0.08029,0.087,0.325,171.179993,214.5,130.9,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RTX,,yfinance (indicative)
RWE.DE,RWE AG                        I,EUR,GER,EQUITY,Utilities,Utilities - Diversified,39388774400.0,58368057344.0,16.932516,17.2954,1.145656,0.1451,-0.328,-0.974,55.200001,62.0,31.9,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=RWE.DE,https://www.google.com/search?q=RWE.DE%20investor%20relations%20annual%20report,yfinance (indicative)
SPGI,S&P Global Inc.,USD,NYQ,EQUITY,Financial Services,Financial Data & Stock Exchanges,119332397056.0,136454397952.0,25.515821,18.156328,3.828076,0.30362,0.104,0.325,403.149994,579.05,381.61,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SPGI,,yfinance (indicative)
SAF.PA,SAFRAN,EUR,PAR,EQUITY,Industrials,Aerospace & Defense,112753827840.0,112250519552.0,15.797439,22.149914,7.625309,0.23011,0.125,,271.399994,350.8,250.8,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SAF.PA,https://www.google.com/search?q=SAF.PA%20investor%20relations%20annual%20report,yfinance (indicative)
CRM,"Salesforce, Inc.",USD,NYQ,EQUITY,Technology,Software - Application,141940506624.0,168295727104.0,22.216389,11.632467,2.725488,0.17958,0.121,0.179,173.509995,289.9,163.52,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CRM,,yfinance (indicative)
005930.KS,SamsungElec,KRW,KSC,EQUITY,Technology,Consumer Electronics,1776255397527552.0,1674224422879232.0,,5.214939,,0.21462,0.693,4.96,270500.0,299500.0,53700.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=005930.KS,,yfinance (indicative)
SAND.ST,Sandvik AB,SEK,STO,EQUITY,Industrials,Specialty Industrial Machinery,443676327936.0,476996304896.0,29.949196,26.007353,4.762225,0.12149,0.047,0.04,353.700012,408.8,200.9,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SAND.ST,,yfinance (indicative)
SAN.PA,SANOFI,EUR,PAR,EQUITY,Healthcare,Drug Manufacturers - General,88600739840.0,103874633728.0,18.676767,8.213461,1.223248,0.15954,0.06,-0.117,73.959999,94.1,71.73,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SAN.PA,https://www.google.com/search?q=SAN.PA%20investor%20relations%20annual%20report,yfinance (indicative)
SNY,Sanofi,USD,NMS,EQUITY,Healthcare,Drug Manufacturers - General,102281379840.0,66219298816.0,18.400862,8.23073,1.22355,0.15954,0.06,-0.117,42.689999,53.36,42.33,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SNY,,yfinance (indicative)
